,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,40.9,51.8,35.22,35.67,43.19,45.57,39.97,49.53,47.22,0.6465,35.69,45.91,38.93,22.23,37.86,37.52,37.76,38.9,35.88,0.5329999999999999
split 1,41.49,50.37,44.26,29.84,43.55,45.55,40.1,47.44,49.12,0.6344,30.23,46.95,25.76,17.99,34.96,36.88,34.83,31.99,43.83,0.5612
split 2,41.91,51.35,44.4,29.98,44.03,45.83,41.34,45.94,50.21,0.6479,30.67,35.25,38.65,18.09,32.39,31.58,31.93,34.1,28.71,0.4957
split 3,42.35,51.07,43.37,32.62,43.92,44.86,41.49,47.3,45.8,0.637,24.38,46.96,5.74,20.43,33.06,32.98,33.01,32.45,33.47,0.5415
split 4,38.18,51.83,34.77,27.93,41.6,44.1,39.05,45.97,47.29,0.6344,33.21,43.71,36.17,19.74,35.2,34.06,36.17,36.93,29.06,0.542
split 5,42.62,51.16,43.65,33.04,44.39,46.6,41.02,46.64,52.15,0.6441,30.69,40.23,34.77,17.07,32.56,31.22,33.43,35.36,24.89,0.4984
mean,41.24,51.26,40.95,31.51,43.45,45.42,40.49,47.14,48.63,0.6407,30.81,43.17,30.01,19.26,34.34,34.04,34.52,34.96,32.64,0.5286
std,1.48,0.49,4.22,2.55,0.91,0.78,0.87,1.22,2.12,0.0056,3.45,4.24,11.7,1.74,1.92,2.42,1.98,2.43,6.12,0.0239
test mean,36.877251400270985,49.76903926325909,32.90134829293278,27.96136664462108,41.05344488114698,44.227054557763225,38.84019221827129,43.741765168257096,50.09920628676128,0.6295056770628132,26.41549325408482,45.41342356231654,18.800929902913786,15.032126297024117,32.237044815908035,27.95738901054563,33.69501011246512,26.741340380093888,23.435816539077873,0.5057251101540114
test std,4.732140182962706,3.7287304412563387,11.919902070405245,9.809683871512762,2.5177616116497306,8.191834378964675,3.417368405648178,13.488730950178105,17.844639161066414,0.038855869763827454,5.1099433123800715,4.640840181782188,8.035893154790863,10.959883308101396,2.813578126615863,7.053925620497971,3.1030400395320448,8.787803285248403,14.598498562904117,0.042065783156517204
