,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,71.76,70.59,70.65,74.02,71.74,71.82,68.75,72.01,74.71,0.8697,58.17,55.48,56.45,62.58,58.31,58.27,57.48,58.35,58.97,0.774
split 1,72.38,71.0,72.35,73.8,72.37,72.41,70.42,71.97,74.83,0.8668,76.77,73.7,81.1,75.5,76.94,77.65,73.13,74.72,85.09,0.8959
split 2,74.09,72.16,75.79,74.33,74.1,74.1,71.95,75.23,75.12,0.8812,63.47,63.51,58.73,68.16,63.58,64.0,58.46,64.51,69.02,0.8177
split 3,68.97,67.43,67.72,71.76,68.95,69.01,66.57,67.58,72.89,0.8475,67.44,68.82,64.68,68.82,67.61,68.79,61.48,75.08,69.81,0.842
split 4,71.97,70.39,72.66,72.85,71.97,72.0,70.82,71.07,74.13,0.8685,65.08,60.03,66.46,68.74,65.21,65.65,65.28,60.71,70.95,0.8497
split 5,69.95,68.39,69.29,72.19,69.95,69.97,67.47,70.13,72.33,0.856,63.63,62.45,62.39,66.04,63.6,63.95,65.62,58.62,67.6,0.8304
mean,71.52,69.99,71.41,73.16,71.51,71.55,69.33,71.33,74.0,0.8649,65.76,64.0,64.97,68.31,65.88,66.38,63.57,65.33,70.24,0.835
std,1.66,1.6,2.59,0.96,1.67,1.66,1.9,2.3,1.04,0.0107,5.66,5.89,7.97,3.88,5.68,5.93,5.26,7.06,7.71,0.0365
