,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4772,0.0,50.0,0.0,0.4882
split 1,0.0,50.0,0.0,0.4876,0.0,50.0,0.0,0.454
split 2,0.0,50.0,0.0,0.5053,0.0,50.0,0.0,0.4872
split 3,0.0,50.0,0.0,0.4902,0.0,50.0,0.0,0.4744
split 4,0.0,50.0,0.0,0.5042,0.0,50.0,0.0,0.5841
split 5,0.0,50.0,0.0,0.4895,0.0,50.0,0.0,0.5794
mean,0.0,50.0,0.0,0.4923,0.0,50.0,0.0,0.5112
std,0.0,0.0,0.0,0.0098,0.0,0.0,0.0,0.0511
test mean,0.0,50.00000000000001,0.0,0.502812654879965,0.0,50.000000000000014,0.0,0.4350872923618247
test std,0.0,1.7328167009932818e-14,0.0,0.07102234886988873,0.0,1.758503553725828e-14,0.0,0.11614850880238572
