plant,time point,dividing parent cell,parent neighbor,dividingCellArea,neighbourCellArea,sharedWall,distance,dividingCellPerimeter,neighbourCellPerimeter
p4 FM1,1,21876,21898,48.5406,47.8056,7.7539,5.733517542486472,131114,109465
p4 FM1,1,21876,22033,48.5406,54.2721,3.01443,9.960684210936526,131114,175422
p4 FM1,1,21933,21746,38.8453,27.4782,6.23807,5.550648759718904,153446,109519
p4 FM1,1,21933,21912,38.8453,28.2004,1.13813,8.11724482410134,153446,131311
p4 FM1,1,21933,21914,38.8453,33.6368,3.89767,6.516335778556853,153446,131097
p4 FM1,1,21933,21932,38.8453,34.7669,4.59444,6.785156811371422,153446,131604
p4 FM1,1,21933,21951,38.8453,25.1121,3.93866,5.985650224136051,153446,109867
p4 FM1,1,21933,21959,38.8453,46.3215,3.4705,7.439157928798124,153446,153694
p4 FM1,1,21933,22032,38.8453,49.073,3.99124,7.541954117329341,153446,153231
p4 FM1,1,21999,21986,50.3188,45.7449,4.53956,7.355205900510203,132097,131957
p4 FM1,1,21999,21993,50.3188,46.3898,8.5169,6.647959186517321,132097,131693
p4 FM1,1,21999,22000,50.3188,39.4282,0.495618,9.45558257327913,132097,153785
p4 FM1,1,21999,22009,50.3188,54.6413,9.38328,5.650758540829364,132097,114128
p4 FM1,1,21999,22045,50.3188,60.3744,3.96281,8.993662348059324,132097,162326
p4 FM1,1,21999,22064,50.3188,39.791,3.44842,8.028250569183799,132097,132026
p4 FM1,1,21825,21716,60.0941,27.2051,5.05124,7.365515233844812,109039,130790
p4 FM1,1,21825,21824,60.0941,35.9498,8.02017,5.495191115520916,109039,87333
p4 FM1,1,21825,21861,60.0941,48.9997,1.8001,10.650771658077177,109039,174389
p4 FM1,1,22014,22000,55.7728,39.4282,3.84161,8.005514411085663,158245,153785
p4 FM1,1,22014,22009,55.7728,54.6413,7.05241,6.715112474479934,158245,114128
p4 FM1,1,22014,22010,55.7728,37.6171,3.92368,7.71099593116869,158245,132043
