,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,54.96472615975156,63.74927689114227,59.724950884086546,41.41995070402584,55.69401444788442,55.233257646886365,56.88346389749189,62.89056926808397,45.92573977508324,0.7562934027777779
test tissue 1,41.76628243460771,42.805835273677154,37.26697933228489,45.22603269786109,41.84410546336718,41.99760573960896,39.6008022857224,39.62241223341154,46.76960269969294,0.5880791625452486
test tissue 2,54.38752813306238,55.87275270711346,59.79960617108636,47.49022552098735,54.49417518408617,54.48584787707579,58.66608638885856,56.742610749811625,48.048846492557175,0.7270007083801284
test tissue 3,49.21566302024538,51.32015147833528,51.0798853247325,45.246952257668326,49.28728894043049,49.20780299397014,50.34257250966032,50.277406002712254,47.00343046953785,0.6657048347756356
test tissue 4,44.174217535481944,42.45609770069877,46.39751675115999,43.66903815458707,44.235242595898335,44.23289355882815,44.23825967160763,44.29304281494534,44.16737818993149,0.6366898118924378
test tissue 5,49.62612825751648,49.831771018036925,52.73458138180076,46.31203237271174,49.759660968941354,49.77412364642023,48.85586677475883,50.28521317092065,50.18129099358119,0.6824989233140135
test tissue 6,46.68723374710559,50.72326867770855,45.809651851526695,43.52878071208153,46.813533850630165,46.815102403821754,47.610637163422986,48.61286511107538,44.2218049369669,0.6716117798261494
test tissue 7,51.93590297841354,56.51993573778385,49.27233354628207,50.015439651174695,51.96783470835188,52.028983259148866,55.99839546867388,51.80581748325783,48.2827368255149,0.7057475452104215
test tissue 8,53.10375057787349,54.60085515866644,57.35659311878688,47.35380345616715,53.22964967159518,53.16138077311607,56.32386650740898,54.317584146528596,48.84269166541066,0.7090652829646653
test mean,49.54015920489534,51.98666051590697,51.04912204019408,45.58469505858498,49.7028339812428,49.65966643320848,50.94666118528951,50.98305788674969,47.04928022758626,0.6825212724096086
test std,4.331282156002145,6.347778054493996,6.965476806116007,2.413057941934999,4.429672458676957,4.3294659065971715,6.136105116172974,6.387318965942571,1.9203299676734737,0.04724220885707004
