,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.48838797814207613
train tissue 1,0.0,49.999999999999986,0.0,0.5215517241379309
train tissue 2,0.0,49.999999999999986,0.0,0.42165242165242156
train tissue 3,0.0,50.00000000000002,0.0,0.5731132075471702
train tissue 4,0.0,49.999999999999986,0.0,0.4499999999999995
train tissue 5,0.0,50.000000000000014,0.0,0.5634674922600621
train tissue 6,0.0,50.000000000000014,0.0,0.5214424951267057
train tissue 7,0.0,50.000000000000014,0.0,0.4354953670705632
train tissue 8,0.0,49.999999999999986,0.0,0.4910714285714283
train tissue 9,0.0,49.999999999999986,0.0,0.4963942307692305
train tissue 10,0.0,49.999999999999986,0.0,0.49615384615384617
train tissue 11,0.0,50.0,0.0,0.5881542699724516
train tissue 12,0.0,49.999999999999986,0.0,0.44999999999999996
train tissue 13,0.0,50.0,0.0,0.47314578005115104
train tissue 14,0.0,50.000000000000036,0.0,0.5509977827050998
train tissue 15,0.0,50.00000000000002,0.0,0.6009426551453261
train tissue 16,0.0,49.99999999999999,0.0,0.41248606465997767
train tissue 17,0.0,49.999999999999986,0.0,0.62431693989071
train tissue 18,0.0,49.999999999999986,0.0,0.5373860182370823
train mean,0.0,49.99999999999999,0.0,0.5103241948470123
train std,0.0,1.686185274042142e-14,0.0,0.060527460676801384
test tissue 0,0.0,50.000000000000014,0.0,0.5254154447702836
test tissue 1,0.0,50.000000000000014,0.0,0.4191176470588237
test tissue 2,0.0,49.99999999999999,0.0,0.4634920634920634
test tissue 3,0.0,50.000000000000036,0.0,0.36363636363636387
test tissue 4,0.0,50.00000000000002,0.0,0.4953333333333335
test tissue 5,0.0,50.0,0.0,0.37116228070175444
test tissue 6,0.0,50.000000000000014,0.0,0.42026708562450915
test tissue 7,0.0,50.00000000000002,0.0,0.33424408014572016
test mean,0.0,50.000000000000014,0.0,0.4240835373453565
test std,0.0,1.2306961192854808e-14,0.0,0.06271223413129
