,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,30.15,40.15,7.67,42.65,35.2,36.29,35.05,38.75,35.08,0.5411,24.09,33.91,0.0,38.35,30.21,20.09,29.39,0.0,30.89,0.5038
split 1,23.78,48.57,1.96,20.81,33.98,36.28,33.84,40.61,34.39,0.5518,22.21,48.06,0.0,18.57,33.18,22.17,33.25,0.0,33.25,0.5121
split 2,42.56,46.82,47.25,33.62,43.23,42.93,43.3,44.66,40.83,0.6114,28.47,36.64,33.71,15.07,30.85,30.96,30.21,31.67,31.0,0.4821
split 3,23.32,0.0,21.63,48.35,33.83,22.88,0.0,34.99,33.65,0.5023,25.73,0.0,31.47,45.74,34.12,23.89,0.0,38.94,32.72,0.4881
split 4,43.26,45.52,48.48,35.77,43.8,43.62,44.25,44.28,42.34,0.619,31.39,32.08,33.44,28.67,31.65,32.42,30.32,30.25,36.68,0.4831
mean,32.62,36.21,25.4,36.24,38.01,36.4,31.29,40.66,37.26,0.5651,26.38,30.14,19.72,29.28,32.0,25.9,24.63,20.17,32.91,0.4938
std,8.75,18.32,19.43,9.3,4.53,7.45,16.2,3.6,3.59,0.0441,3.24,16.06,16.12,11.58,1.45,4.89,12.39,16.73,2.1,0.012
