,F1,Acc,precision,Auc
test tissue 0,93.33333333333333,92.85714285714286,87.5,0.9897959183673469
test tissue 1,77.56653992395437,75.21008403361346,70.83333333333334,0.8319327731092437
test tissue 2,88.8888888888889,90.00000000000001,100.0,0.9375
test tissue 3,77.41935483870968,80.55555555555556,92.3076923076923,0.8703703703703703
test tissue 4,59.25925925925927,63.81578947368419,67.79661016949152,0.7280701754385963
test tissue 5,78.50467289719626,80.83333333333333,89.36170212765956,0.9375
test tissue 6,70.69943289224952,76.00619195046437,90.77669902912622,0.9442724458204335
test tissue 7,31.57894736842105,59.37500000000002,100.0,0.9046052631578948
test mean,72.15630367525155,77.33163715047422,87.32200462091288,0.8930058682829858
test std,18.168297322062546,10.814117044149913,11.267012061855642,0.0770848953570138
