,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.27,49.48,0.88,43.46,39.16,44.95,38.21,56.1,40.55,0.6141,26.59,41.37,0.0,38.41,33.4,22.52,32.02,0.0,35.55,0.5153
split 1,33.28,49.92,5.4,44.52,40.38,49.28,37.71,65.58,44.55,0.6059,27.77,40.74,4.15,38.41,33.18,30.38,32.88,24.0,34.24,0.5444
split 2,33.48,50.17,5.76,44.5,40.54,51.81,38.14,73.59,43.68,0.6154,26.63,39.14,8.62,32.12,30.89,33.61,31.08,40.08,29.68,0.5084
split 3,36.59,50.27,16.18,43.32,41.46,47.25,38.13,57.98,45.65,0.6178,25.07,45.63,1.68,27.89,33.24,28.41,32.39,13.61,39.23,0.5409
split 4,29.67,49.44,2.9,36.67,37.89,51.98,35.63,76.34,43.98,0.6,25.26,49.77,0.0,26.0,34.14,21.58,36.47,0.0,28.27,0.5607
split 5,32.36,49.55,1.86,45.69,40.12,55.4,38.38,85.41,42.41,0.6037,24.27,38.28,0.0,34.53,30.45,20.29,30.51,0.0,30.38,0.5369
mean,32.78,49.81,5.5,43.03,39.92,50.11,37.7,69.17,43.47,0.6095,25.93,42.49,2.41,32.9,32.55,26.13,32.56,12.95,32.89,0.5344
std,2.14,0.33,5.09,2.95,1.14,3.41,0.95,10.36,1.63,0.0066,1.17,4.0,3.15,4.77,1.37,4.95,1.92,15.07,3.81,0.0177
test mean,29.657569976867528,48.02860959527644,0.8085106382978728,40.13558969702829,38.03028252073495,28.417683825296937,37.076571293521575,7.633053221288515,40.54342696108072,0.6007619793163294,23.583534078420502,38.12543477921122,1.5886287625418063,31.03653869350848,31.624039212721524,23.083638820545904,31.31704757381251,7.196969696969697,30.73689919085551,0.5141819942886834
test std,3.623803762259622,5.636854528768969,2.5352289448230794,10.581428078584983,3.7581565416838245,7.752087051566978,4.421694319369116,24.31132118383756,8.41867825541625,0.05986083410532157,3.5583960232898697,9.767815930725785,4.203116631289902,12.378710776315517,3.291188625132356,6.57852953409805,4.8253403249081055,19.04139201144971,4.723461451422032,0.05857217304673181
