,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4776,0.0,50.0,0.0,0.4512
split 1,0.0,50.0,0.0,0.4755,0.0,50.0,0.0,0.4846
split 2,0.0,50.0,0.0,0.4844,0.0,50.0,0.0,0.4424
split 3,0.0,50.0,0.0,0.4672,0.0,50.0,0.0,0.4957
split 4,0.0,50.0,0.0,0.4973,0.0,50.0,0.0,0.5088
split 5,0.0,50.0,0.0,0.5271,0.0,50.0,0.0,0.5072
mean,0.0,50.0,0.0,0.4882,0.0,50.0,0.0,0.4816
std,0.0,0.0,0.0,0.0197,0.0,0.0,0.0,0.026
test mean,0.0,50.0,0.0,0.5245692218071052,0.0,50.0,0.0,0.4709695253810583
test std,0.0,1.3540601241132825e-14,0.0,0.06030157554831062,0.0,2.07157025572446e-14,0.0,0.1045737296522778
