,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5825,0.0,50.0,0.0,0.5035
split 1,0.0,50.0,0.0,0.5674,0.0,50.0,0.0,0.5561
split 2,0.0,50.0,0.0,0.589,0.0,50.0,0.0,0.4818
split 3,0.0,50.0,0.0,0.5907,0.0,50.0,0.0,0.4984
split 4,0.0,50.0,0.0,0.5744,0.0,50.0,0.0,0.5493
split 5,0.0,50.0,0.0,0.5906,0.0,50.0,0.0,0.5061
mean,0.0,50.0,0.0,0.5824,0.0,50.0,0.0,0.5159
std,0.0,0.0,0.0,0.0088,0.0,0.0,0.0,0.0273
test mean,0.0,50.0,0.0,0.5542319698341452,0.0,50.0,0.0,0.524458958749545
test std,0.0,1.572008455159306e-14,0.0,0.05108558962805784,0.0,1.1512108063996359e-14,0.0,0.07177487833514723
