Label, Parent Label
30208,29710
29952,29774
30336,29886
30272,29784
30400,29714
30144,29684
29984,29750
30368,29647
30304,29836
30048,29896
30176,29847
30224,29742
30352,29904
30096,29646
30288,29654
30032,29845
30256,29739
30384,29909
30128,29780
30192,29705
30344,29916
30280,29787
29992,29769
30376,29740
30120,29790
30056,29704
30184,29695
30104,29660
30296,29837
30424,29788
30168,29839
30264,29785
30008,29811
30392,29702
30136,29762
29944,29902
30200,29907
29956,29808
30084,29924
30276,29666
30148,29840
30308,29857
30052,29711
30436,29677
29972,29704
30356,29923
30100,29648
30292,29800
30164,29697
30260,29792
30388,29687
30132,29804
30324,29899
30068,29924
30196,29885
30220,29717
29964,29874
30348,29901
30284,29786
29996,29789
30380,29864
30124,29786
30316,29876
30060,29723
30188,29855
30236,29653
29980,29929
30108,29777
30300,29820
30012,29841
30396,29691
30140,29811
30332,29661
29948,29760
30204,29905
29954,29801
30082,29642
30402,29766
30242,29749
29986,29733
30114,29664
30434,29829
30178,29856
30354,29905
30098,29729
30290,29823
30418,29900
30162,29858
30258,29768
30386,29674
30130,29802
30322,29887
30066,29718
30194,29876
30218,29904
29962,29856
30090,29715
30282,29673
30154,29860
30250,29729
29994,29654
30378,29645
30186,29888
29978,29925
30106,29768
30298,29807
30042,29871
30170,29850
30010,29825
30394,29881
30138,29800
30330,29896
30074,29743
30202,29705
30214,29901
29958,29911
30086,29722
30022,29682
30406,29830
30150,29814
30246,29759
29990,29935
30310,29695
30230,29653
29974,29744
30294,29823
30422,29849
30006,29678
30390,29861
30326,29868
30070,29927
30094,29779
30286,29758
30030,29872
30414,29894
30254,29722
30382,29933
30318,29703
30190,29869
29982,29750
30046,29886
30430,29643
30174,29693
30270,29797
30014,29820
30398,29691
30142,29935
30334,29877
29950,29655
30206,29907
30209,29717
30081,29741
30273,29733
30401,29766
30241,29647
30113,29663
30305,29840
30177,29855
30097,29767
30289,29794
30033,29873
30417,29834
30257,29663
30385,29688
30129,29802
30321,29694
30193,29703
30345,29916
30281,29672
30025,29850
30153,29851
29993,29730
30057,29723
29977,29718
30105,29775
30297,29853
30041,29693
30169,29848
30265,29778
30009,29813
30393,29712
30329,29887
30201,29884
29957,29838
30021,29806
30405,29826
30149,29762
29989,29934
30117,29730
30309,29842
30053,29936
30229,29753
30357,29720
30293,29836
30037,29869
30421,29781
30005,29801
30389,29687
29965,29899
30093,29649
30285,29803
30029,29688
30413,29713
30157,29692
30253,29666
30381,29909
30317,29872
30061,29911
30189,29842
30237,29720
29981,29936
30301,29831
30397,29881
30141,29813
30333,29883
30211,29929
29955,29810
30339,29893
30083,29763
30275,29670
30019,29831
30403,29826
30147,29677
29987,29770
30115,29669
30307,29851
30051,29706
30435,29797
30099,29759
30291,29841
30035,29867
30163,29875
30259,29775
30003,29672
30387,29674
30131,29782
30323,29888
30067,29643
30195,29877
30219,29868
29963,29810
30347,29940
30027,29873
30411,29894
30251,29793
29995,29791
30123,29784
30315,29848
30235,29741
30363,29867
30107,29776
30299,29692
30043,29898
30171,29807
30267,29670
30011,29684
30395,29780
30139,29658
30331,29874
30075,29913
30203,29902
30215,29912
29959,29860
30343,29897
30279,29785
30407,29830
30151,29832
30247,29648
29991,29769
30119,29668
30311,29875
30183,29870
30103,29736
30295,29835
30007,29814
30391,29702
30327,29871
30071,29928
30199,29885
30223,29913
30095,29793
30031,29845
30159,29829
29999,29815
30383,29843
30127,29805
30063,29705
30191,29658
30367,29747
30111,29660
30303,29821
30271,29761
30399,29714
30143,29825
30335,29884
