Label, Parent Label
29760,128
29888,37
29856,83
29792,70
29664,148
29840,151
29776,130
29904,206
29648,23
29872,177
29808,8
29936,199
29704,260
29832,80
29768,210
29896,184
29736,227
29800,80
29928,208
29672,4
29848,191
29784,77
29912,225
29860,76
29668,142
29876,50
29684,3
29836,164
29644,17
29740,121
29868,259
29804,135
29916,185
29660,162
29884,218
29820,299
29692,154
29762,240
29858,35
29794,92
29842,248
29874,50
29810,92
29682,8
29706,225
29770,117
29898,180
29642,122
29802,158
29722,230
29850,182
29786,163
29654,232
29750,116
29814,228
29838,161
29774,142
29902,45
29742,20
29870,182
29934,265
29678,159
29790,130
29886,193
29694,83
29697,76
29825,152
29761,240
29857,35
29777,123
29905,40
29649,117
29873,32
29705,242
29769,128
29897,37
29641,115
29737,292
29801,34
29929,43
29673,25
29785,30
29753,69
29765,289
29733,91
29797,290
29669,124
29717,208
29845,249
29749,23
29813,135
29837,161
29645,17
29741,127
29869,203
29805,124
29677,10
29853,152
29789,129
29757,289
29885,196
29821,34
29763,69
29779,70
29907,185
29747,288
29875,32
29811,4
29835,164
29899,79
29643,113
29739,220
29803,159
29723,200
29851,78
29787,148
29703,180
29831,189
29767,29
29927,46
29847,42
29783,291
29911,254
29655,220
29815,25
29711,45
29775,129
29647,140
29743,20
29871,249
29807,241
29935,265
29855,202
29791,123
29663,27
29759,141
29887,84
29823,171
29695,81
