,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,47.79333333333333,46.336666666666666,49.27666666666667,47.77,47.98666666666667,51.67666666666667,26.006666666666664,0.6652,31.633333333333336,31.573333333333334,31.29666666666667,32.026666666666664,31.74333333333333,33.88333333333333,34.126666666666665,0.49150000000000005
split 1,48.25666666666667,48.586666666666666,47.169999999999995,49.01,48.35666666666666,45.79,25.823333333333334,0.6724666666666667,30.993333333333336,32.76,27.92,32.306666666666665,31.21666666666667,26.569999999999997,34.39333333333334,0.4860666666666667
split 2,48.68000000000001,48.39666666666667,49.50666666666667,48.13666666666666,48.74,51.04,25.63,0.6752333333333332,32.02,31.650000000000002,30.623333333333335,33.77666666666667,32.053333333333335,30.72666666666667,33.97666666666667,0.49476666666666674
split 3,47.68333333333333,47.166666666666664,49.73666666666667,46.13666666666666,47.77,53.56999999999999,26.113333333333333,0.6665,35.71,32.916666666666664,38.06666666666666,36.14333333333333,35.839999999999996,40.46666666666666,32.076666666666675,0.5108666666666667
split 4,47.57333333333333,47.03,49.81333333333333,45.879999999999995,47.72,54.703333333333326,26.136666666666667,0.6642,34.4,31.813333333333333,38.43333333333334,32.949999999999996,34.95666666666667,43.32666666666666,32.52,0.5126000000000001
mean,47.99666666666667,47.50333333333333,49.10333333333333,47.38666666666666,48.11333333333334,51.35333333333333,25.94333333333333,0.6687,32.949999999999996,32.13999999999999,33.266666666666666,33.44,33.163333333333334,34.99333333333333,33.419999999999995,0.4991666666666667
std,1.1968763047570488,2.2845733858984594,2.009807508748593,1.6300538505078772,1.164668002288873,5.391590736198981,0.5819873996345049,0.008862294661467006,2.262532111497107,2.797650125055351,5.340574500931524,2.530223881179073,2.3740210614061525,8.502113358192512,1.1898003567359057,0.01946962762869388
