,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5783,0.0,50.0,0.0,0.5221
split 1,2.16,50.43,82.7,0.5688,3.44,49.88,46.84,0.5362
split 2,0.0,50.0,0.0,0.5972,0.0,50.0,0.0,0.4761
split 3,1.76,50.38,87.79,0.5898,0.0,50.0,0.0,0.4901
split 4,0.0,50.0,0.0,0.5812,0.0,50.0,0.0,0.5347
split 5,0.0,50.0,0.0,0.5855,0.0,50.0,0.0,0.5264
mean,0.65,50.14,28.42,0.5835,0.57,49.98,7.81,0.5143
std,0.93,0.19,40.21,0.009,1.28,0.04,17.45,0.0229
test mean,0.0,50.0,0.0,0.5675730538748277,0.0,50.00000000000001,0.0,0.4638528789783978
test std,0.0,1.4022623163127864e-14,0.0,0.05316160486493622,0.0,2.1316282072803006e-14,0.0,0.07104627828219119
