,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train TPR,train FPR,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val TPR,val FPR,val Auc
split 0,44.25,38.94,51.31,42.49,45.1,63.03,27.45,0.6297,29.44,24.49,36.28,27.54,30.37,45.56,34.81,0.5005
split 1,44.59,45.71,45.99,42.07,44.72,48.18,27.64,0.6315,34.62,36.65,39.59,27.63,35.19,43.33,32.41,0.4946
split 2,42.99,46.72,40.46,41.8,43.11,39.39,28.45,0.6248,35.81,40.21,31.58,35.63,35.96,30.34,32.02,0.5009
split 3,44.94,44.44,45.91,44.48,44.97,48.6,27.51,0.6359,30.72,31.28,33.9,26.97,30.71,33.71,34.64,0.4682
split 4,44.21,43.75,42.61,46.26,44.23,41.06,27.89,0.6231,35.63,36.76,31.17,38.97,35.96,26.97,32.02,0.5073
mean,44.2,43.91,45.26,43.42,44.43,48.05,27.79,0.629,33.24,33.88,34.5,31.35,33.64,35.98,33.18,0.4943
std,0.66,2.69,3.68,1.7,0.72,8.35,0.36,0.0046,2.65,5.49,3.13,4.98,2.54,7.27,1.27,0.0136
