,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,26.22,50.77,27.05,0.84,36.87,51.72,35.17,47.39,72.59,0.603,25.5,41.59,34.91,0.0,32.29,21.61,31.91,32.91,0.0,0.5244
split 1,21.27,50.5,12.64,0.69,34.92,45.92,34.11,50.24,53.4,0.5972,18.52,49.73,5.84,0.0,33.37,23.4,33.44,36.77,0.0,0.5086
split 2,25.38,50.5,18.59,7.05,36.01,43.27,34.73,45.16,49.93,0.5946,24.06,49.98,13.06,9.13,34.54,34.52,34.54,40.34,28.68,0.5602
split 3,28.83,50.93,25.71,9.85,37.54,45.36,35.63,45.24,55.2,0.6038,22.36,47.54,8.18,11.37,32.5,31.52,32.89,33.85,27.81,0.5333
split 4,29.69,49.71,38.3,1.06,38.07,39.75,36.21,43.15,39.9,0.5967,22.74,43.71,24.5,0.0,31.07,20.57,31.24,30.48,0.0,0.5674
split 5,25.9,50.85,26.87,0.0,36.68,26.77,35.3,45.03,0.0,0.6009,20.07,47.66,12.54,0.0,32.04,19.7,32.7,26.41,0.0,0.4755
mean,26.22,50.54,24.86,3.25,36.68,42.13,35.19,46.03,45.17,0.5994,22.21,46.7,16.51,3.42,32.63,25.22,32.79,33.46,9.42,0.5282
std,2.71,0.41,7.95,3.78,1.02,7.74,0.66,2.25,22.4,0.0034,2.33,3.07,10.11,4.87,1.09,5.69,1.05,4.42,13.32,0.031
test mean,23.8084183520453,50.993418076783634,19.97860621929621,0.45323076005605756,36.18559231804269,28.936827681416514,34.975412256986175,48.68807285765675,3.1469979296066257,0.5882621269820353,24.250264490469903,50.232326226370404,20.61007029847442,1.9083969465648856,35.65373354774665,29.88551472278442,34.588443557726904,49.1157196582454,5.9523809523809526,0.5448079680019643
test std,4.820697541827007,1.3747940921177297,13.172858555981753,2.0269095779584823,2.743654788077595,10.331037087416307,1.3578914003025102,27.706733482467545,14.073802591303025,0.06075727907345826,4.387694404987494,3.141196757927027,7.463700862819839,5.049143723405709,3.1961898089980774,10.263186712665172,2.2673840328549195,18.951044346440263,15.7485197087178,0.027828160490525968
