,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5446,0.0,50.0,0.0,0.5159
split 1,0.0,50.0,0.0,0.5369,0.0,50.0,0.0,0.5366
split 2,0.0,50.0,0.0,0.5399,0.0,50.0,0.0,0.4846
split 3,0.0,50.0,0.0,0.5385,0.0,50.0,0.0,0.5178
split 4,0.0,50.0,0.0,0.5277,0.0,50.0,0.0,0.4534
split 5,0.0,50.0,0.0,0.5631,0.0,50.0,0.0,0.5112
mean,0.0,50.0,0.0,0.5418,0.0,50.0,0.0,0.5033
std,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.027
test mean,0.0,50.0,0.0,0.5261368116423606,0.0,50.00000000000002,0.0,0.5274155604473789
test std,0.0,1.6054591898650453e-14,0.0,0.08421353973679979,0.0,2.1167734743366723e-14,0.0,0.08626626783188675
