,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,18.22,2.04,50.18,2.45,33.88,54.2,82.82,33.56,46.22,0.5052,16.67,0.0,50.0,0.0,33.33,11.11,0.0,33.33,0.0,0.4849
split 1,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.4812,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.4362
split 2,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.5186,16.67,0.0,0.0,50.0,33.33,11.11,0.0,0.0,33.33,0.4758
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.554,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.4811
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5427,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5614
mean,16.98,20.41,10.04,20.49,33.44,19.73,29.9,6.71,22.58,0.5203,16.67,20.0,10.0,20.0,33.33,11.11,13.33,6.67,13.33,0.4879
std,0.62,24.17,20.07,24.11,0.22,17.24,30.37,13.43,19.03,0.0261,0.0,24.49,20.0,24.49,0.0,0.0,16.33,13.33,16.33,0.0407
