clustering coefficient,abs graph density on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree topologyArea,clustering coefficient topologyArea,information centrality topologyArea,eigenvector centrality topologyArea,page rank topologyArea,avg path length on 2 neighborhood topologyArea,algebraic connectivity on 2 neighborhood topologyArea,weighted node degree topologyWall,clustering coefficient topologyWall,information centrality topologyWall,eigenvector centrality topologyWall,page rank topologyWall,avg path length on 2 neighborhood topologyWall,algebraic connectivity on 2 neighborhood topologyWall,weighted node degree topologyDist,clustering coefficient topologyDist,eigenvector centrality topologyDist,page rank topologyDist,avg path length on 2 neighborhood topologyDist,algebraic connectivity on 2 neighborhood topologyDist,clustering coefficient topologyArea topologyArea,information centrality topologyArea topologyArea,eigenvector centrality topologyArea topologyArea,page rank topologyArea topologyArea,katz centrality topologyArea topologyArea,harmonic centrality topologyArea topologyArea,abs graph density on 2 neighborhood topologyArea topologyArea,rel graph density on 2 neighborhood topologyArea topologyArea,algebraic connectivity on 2 neighborhood topologyArea topologyArea,weighted node degree topologyArea.2,clustering coefficient topologyArea.2,information centrality topologyArea.2,eigenvector centrality topologyArea.2,page rank topologyArea.2,katz centrality topologyArea.2,current flow betweenness centrality topologyArea.2,avg path length on 2 neighborhood topologyArea.2,algebraic connectivity on 2 neighborhood topologyArea.2,weighted node degree topologyArea.3,clustering coefficient topologyArea.3,information centrality topologyArea.3,eigenvector centrality topologyArea.3,page rank topologyArea.3,current flow betweenness centrality topologyArea.3,harmonic centrality topologyArea.3,avg path length on 2 neighborhood topologyArea.3,algebraic connectivity on 2 neighborhood topologyArea.3,weighted node degree topologyArea.4,information centrality topologyArea.4,eigenvector centrality topologyArea.4,page rank topologyArea.4,harmonic centrality topologyArea.4,avg path length on 2 neighborhood topologyArea.4,algebraic connectivity on 2 neighborhood topologyArea.4
-0.14731900364377293,-1.5024374230273396,-1.6782940259131356,-0.917637178620242,-0.7545723618587163,-0.366391815095674,-0.12692796291953146,-0.49174948988218814,1.037121550935279,-1.6243214813822517,0.49338567627069946,-0.2833773947884335,0.37259775726306715,-0.053997795734479714,0.3621334607062577,1.0010849255493293,-0.6560940538380298,-0.311874410565377,-0.4327590612752777,-0.11600515342820272,0.006468413404658143,1.389219440594795,-1.706016508862292,-0.40539154991866905,-0.9979966904091871,-0.7813675791877145,-0.9503669167618547,-1.031841719197125,1.2793449882517725,0.3673584504223372,0.6030901797919254,0.8885922363042678,0.5841542439259839,-1.1785657992296155,-1.0087396024227477,-0.5038090950137901,-0.806568175585536,-1.031841719197125,-0.3976641071129415,-0.3007029151776079,0.4224784018324842,-0.21248814695075807,-0.9222230387154349,-1.0292005867753604,-0.11199576879054993,-0.861140888615083,-0.4757311705634844,1.0012383484836296,0.3486103674770517,-0.033124957663954555,0.7655036539724346,-1.0447297636065231,-0.5941182671866437,-0.9007258119345775,1.1316773024290572,-0.06799046801993863,0.6870119532547979
0.8560041759259926,0.6663217704370221,0.20405570111795024,-0.7730845146963802,0.09136510517848571,-0.23413433171939185,-0.1104628580098778,-0.47440774699312777,-0.5106795480516508,0.20732778125935278,-0.31334473638267485,-0.011876934181764939,-0.27062573436647,-0.05399784757021955,-0.1735680768694392,-0.35234626595809143,1.2958055069139507,-1.1559355316382531,0.6104894364731568,0.09816927893774345,-0.5087815884557638,-1.2124606215561369,0.03955951659694695,-0.40539154991866905,-0.9979966904091871,-0.7813675791877145,-0.9503669167618547,-1.031841719197125,1.2793449882517725,0.3673584504223372,0.6030901797919254,0.8885922363042678,0.5841542439259839,-1.1785657992296155,-1.0087396024227477,-0.5038090950137901,-0.806568175585536,-1.031841719197125,-0.3976641071129415,-0.3007029151776079,0.4224784018324842,-0.21248814695075807,-0.9222230387154349,-1.0292005867753604,-0.11199576879054993,-0.861140888615083,-0.4757311705634844,1.0012383484836296,0.3486103674770517,-0.033124957663954555,0.7655036539724346,-1.0447297636065231,-0.5941182671866437,-0.9007258119345775,1.1316773024290572,-0.06799046801993863,0.6870119532547979
-0.14731900364377293,-1.1226091660639905,-1.0367503853949365,-0.7657538011090864,-0.704278730991996,-0.10739237353085807,-0.0655183365569646,-0.5037299625148788,0.6186303334599813,-0.9550506491218466,-0.038612057939118864,-0.5704787371500781,0.24770633559887267,-0.05399784673064499,0.03673707894072554,0.17400715777438647,-0.8821359455478776,-0.979644216604784,-0.45058946883442264,0.4454471844262565,-0.4665094528566104,1.1907463056061476,-0.9575301718366883,-0.40539154991866905,-0.9979966904091871,-0.7813675791877145,-0.9503669167618547,-1.031841719197125,1.2793449882517725,0.3673584504223372,0.6030901797919254,0.8885922363042678,0.5841542439259839,-1.1785657992296155,-1.0087396024227477,-0.5038090950137901,-0.806568175585536,-1.031841719197125,-0.3976641071129415,-0.3007029151776079,0.4224784018324842,-0.21248814695075807,-0.9222230387154349,-1.0292005867753604,-0.11199576879054993,-0.861140888615083,-0.4757311705634844,1.0012383484836296,0.3486103674770517,-0.033124957663954555,0.7655036539724346,-1.0447297636065231,-0.5941182671866437,-0.9007258119345775,1.1316773024290572,-0.06799046801993863,0.6870119532547979
0.8560041759259926,1.3280135303053011,1.1115473229168846,-0.7458522593746493,0.12812630078943907,-0.23047449487907465,-0.12765338421834532,-0.4183128899021899,-0.7285422570326776,1.1836228128442867,-0.328819529562995,-0.09873036048189357,-0.29515984068634304,-0.053997847682866834,-0.1698941837811541,-1.1872870697541245,1.4188866837457548,-0.6153465747655843,1.0301168945135153,-0.1047314675531289,-0.1581895844206309,-1.1822173323083127,1.16421588108437,-0.40539154991866905,-0.9979966904091871,-0.7813675791877145,-0.9503669167618547,-1.031841719197125,1.2793449882517725,0.3673584504223372,0.6030901797919254,0.8885922363042678,0.5841542439259839,-1.1785657992296155,-1.0087396024227477,-0.5038090950137901,-0.806568175585536,-1.031841719197125,-0.3976641071129415,-0.3007029151776079,0.4224784018324842,-0.21248814695075807,-0.9222230387154349,-1.0292005867753604,-0.11199576879054993,-0.861140888615083,-0.4757311705634844,1.0012383484836296,0.3486103674770517,-0.033124957663954555,0.7655036539724346,-1.0447297636065231,-0.5941182671866437,-0.9007258119345775,1.1316773024290572,-0.06799046801993863,0.6870119532547979
-0.14731900364377293,-1.1226091660639905,-1.2438676076431272,-0.8568197274858869,-0.7279282257458607,-0.39678624857499584,-0.08920015054431127,-0.5563890928665336,1.0182496846407059,-1.1087028065927158,-0.06132829704464094,-0.5322462814567049,0.07285452687995606,-0.05399783575878386,-0.052527590268189345,0.5965152433558472,-1.023301151011754,-0.6298353080264988,-0.3994408720932797,0.17890272459926426,-0.27023330776495913,1.4235616041071488,-0.9940659174664608,-0.40539154991866905,-0.9979966904091871,-0.7813675791877145,-0.9503669167618547,-1.031841719197125,1.2793449882517725,0.3673584504223372,0.6030901797919254,0.8885922363042678,0.5841542439259839,-1.1785657992296155,-1.0087396024227477,-0.5038090950137901,-0.806568175585536,-1.031841719197125,-0.3976641071129415,-0.3007029151776079,0.4224784018324842,-0.21248814695075807,-0.9222230387154349,-1.0292005867753604,-0.11199576879054993,-0.861140888615083,-0.4757311705634844,1.0012383484836296,0.3486103674770517,-0.033124957663954555,0.7655036539724346,-1.0447297636065231,-0.5941182671866437,-0.9007258119345775,1.1316773024290572,-0.06799046801993863,0.6870119532547979
-0.14731900364377293,-0.6997234548699799,-1.028165100263117,-0.8763364429698112,-0.7251283320574573,-0.24204728477731816,-0.13419368450230149,-0.37407792228784326,-0.19269771499568292,-1.2460854185591606,-0.09880037843572197,-0.5665134508903208,0.1312710983823279,-0.05399784562296796,0.04149297233483203,-0.10125525615902035,-0.255386768851866,-0.3672730359787195,-0.39104482064474405,-0.20631977191960818,0.06735011729543426,0.13180582328398355,-1.2809871567168074,-0.40539154991866905,-0.9979966904091871,-0.7813675791877145,-0.9503669167618547,-1.031841719197125,1.2793449882517725,0.3673584504223372,0.6030901797919254,0.8885922363042678,0.5841542439259839,-1.1785657992296155,-1.0087396024227477,-0.5038090950137901,-0.806568175585536,-1.031841719197125,-0.3976641071129415,-0.3007029151776079,0.4224784018324842,-0.21248814695075807,-0.9222230387154349,-1.0292005867753604,-0.11199576879054993,-0.861140888615083,-0.4757311705634844,1.0012383484836296,0.3486103674770517,-0.033124957663954555,0.7655036539724346,-1.0447297636065231,-0.5941182671866437,-0.9007258119345775,1.1316773024290572,-0.06799046801993863,0.6870119532547979
-0.14731900364377293,-0.22609145833268937,-0.8236487124202604,-0.41420975078984074,-0.600902158709605,0.06545752078949976,-0.13339410188464765,-0.1099667540228868,-0.29317203411438414,-0.8876085599351117,-0.02400861699163229,-0.530512580526467,0.25371998872501644,-0.053997847611063236,0.13896464725136579,-0.457124394064806,-0.7117397345216241,0.0637718725658395,-0.1922294319697119,-0.16426381901202566,0.2842241339923377,-0.068575354252312,-0.5283600031528143,-0.40539154991866905,-0.9979966904091871,-0.7813675791877145,-0.9503669167618547,-1.031841719197125,1.2793449882517725,0.3673584504223372,0.6030901797919254,0.8885922363042678,0.5841542439259839,-1.1785657992296155,-1.0087396024227477,-0.5038090950137901,-0.806568175585536,-1.031841719197125,-0.3976641071129415,-0.3007029151776079,0.4224784018324842,-0.21248814695075807,-0.9222230387154349,-1.0292005867753604,-0.11199576879054993,-0.861140888615083,-0.4757311705634844,1.0012383484836296,0.3486103674770517,-0.033124957663954555,0.7655036539724346,-1.0447297636065231,-0.5941182671866437,-0.9007258119345775,1.1316773024290572,-0.06799046801993863,0.6870119532547979
0.8560041759259926,1.106122910078794,1.0066394238712826,-0.6273770795804446,-0.10101838276156508,-0.6347236816539097,-0.11869162130455517,-0.2871413203099467,-1.2549372975436954,0.6311057130198972,-0.4488862167829057,-0.27843828678700394,-0.593812235294597,-0.05399784407704143,-0.3182057484349903,-1.5595491475303058,0.6157174243978534,-0.6981644907377721,0.7496560743339596,0.010382661510036901,-0.25533093356145115,-1.0378537298049357,1.265999927633396,-0.40539154991866905,-0.9310949040402681,-0.2745560137722585,-0.9698564900768903,-1.0044293913110423,1.6020708130844366,-0.1536471479497396,0.36579024110651276,0.3518524875647243,-0.5063637671889204,-1.3841662520537454,-1.0101607833494564,-0.5138598833782838,-1.0308788578535562,-1.0044293913110423,-0.5628913770981655,-0.5864449951697195,-0.20758407891905284,-0.10459238128696967,-0.9340417664766767,-0.9473991868765278,-0.11199577512418064,-0.7238302386258207,-0.2707279703016137,1.7351269932242368,-0.07335452147700108,-0.32923708159584736,-0.45081092686030777,-1.0171359607707011,-0.7059676765056861,-1.059155630681275,1.6306223358482936,-0.1797542468727494,-0.06534977517876042
-0.14731900364377293,-0.2599223152282115,-0.6367428409388756,0.10827183577770749,-0.4623072455785508,0.2017597958538127,-0.11409249101395531,0.03426258362855433,0.7845049142187145,-0.2998846631876869,-0.14361565689420686,-0.47436782252934995,0.025669178536108176,-0.05399784410067684,-0.06695422584219081,0.35848402066868684,0.08931367643090199,0.26016075718382914,-0.030391358678914796,0.09127928529375856,0.22963460778437408,0.4137555595423411,-0.40003957856294553,-0.40539154991866905,-0.9310949040402681,-0.2745560137722585,-0.9698564900768903,-1.0044293913110423,1.6020708130844366,-0.1536471479497396,0.36579024110651276,0.3518524875647243,-0.5063637671889204,-1.3841662520537454,-1.0101607833494564,-0.5138598833782838,-1.0308788578535562,-1.0044293913110423,-0.5628913770981655,-0.5864449951697195,-0.20758407891905284,-0.10459238128696967,-0.9340417664766767,-0.9473991868765278,-0.11199577512418064,-0.7238302386258207,-0.2707279703016137,1.7351269932242368,-0.07335452147700108,-0.32923708159584736,-0.45081092686030777,-1.0171359607707011,-0.7059676765056861,-1.059155630681275,1.6306223358482936,-0.1797542468727494,-0.06534977517876042
-0.14731900364377293,0.21370968130907894,-0.37403339221062015,0.415053522242592,-0.43637565074091156,0.35994364265207196,-0.11944014904184735,0.31890628171309854,-0.2994648422997201,-0.3906945933485323,-0.05320783380478168,-0.4030391144489694,0.16650588468321878,-0.05399784417552728,0.05511320560327678,0.18268944821997074,0.43612791029961995,0.0025818648855053124,-0.14176842250876553,-0.025572356104637994,0.17492030231408986,-0.6828886159472469,-0.24067960312527775,-0.40539154991866905,-0.9310949040402681,-0.2745560137722585,-0.9698564900768903,-1.0044293913110423,1.6020708130844366,-0.1536471479497396,0.36579024110651276,0.3518524875647243,-0.5063637671889204,-1.3841662520537454,-1.0101607833494564,-0.5138598833782838,-1.0308788578535562,-1.0044293913110423,-0.5628913770981655,-0.5864449951697195,-0.20758407891905284,-0.10459238128696967,-0.9340417664766767,-0.9473991868765278,-0.11199577512418064,-0.7238302386258207,-0.2707279703016137,1.7351269932242368,-0.07335452147700108,-0.32923708159584736,-0.45081092686030777,-1.0171359607707011,-0.7059676765056861,-1.059155630681275,1.6306223358482936,-0.1797542468727494,-0.06534977517876042
