,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,41.52,49.73,34.57,40.27,42.78,43.79,41.04,47.69,42.65,0.6371,34.06,37.77,34.03,30.38,34.27,34.18,34.82,34.52,33.21,0.5274
split 1,39.34,50.34,32.0,35.69,41.68,43.84,38.92,48.31,44.31,0.6337,31.02,42.34,19.8,30.92,33.09,33.69,35.53,36.7,28.83,0.5
split 2,41.76,51.59,36.72,36.97,43.71,46.05,40.18,49.76,48.21,0.6399,34.98,48.11,21.3,35.53,37.23,36.5,40.82,35.21,33.46,0.5505
split 3,43.96,52.67,37.95,41.24,45.37,46.87,42.55,51.28,46.78,0.6472,30.38,37.56,24.05,29.53,31.26,31.35,32.48,32.73,28.85,0.5197
split 4,42.18,49.42,36.61,40.52,43.36,45.0,39.93,48.52,46.54,0.6413,22.33,41.07,12.9,13.01,28.17,25.69,29.68,22.96,24.44,0.5057
split 5,41.68,51.46,36.57,37.0,43.33,44.51,41.09,47.33,45.12,0.6412,25.01,48.7,12.47,13.87,34.83,43.83,33.52,61.0,36.97,0.5667
mean,41.74,50.87,35.74,38.62,43.37,45.01,40.62,48.81,45.6,0.6401,29.63,42.59,20.76,25.54,33.14,34.21,34.47,37.19,30.96,0.5283
std,1.35,1.14,1.94,2.13,1.1,1.13,1.13,1.34,1.81,0.0041,4.57,4.45,7.29,8.77,2.86,5.46,3.4,11.55,4.06,0.0236
test mean,38.36242083138964,49.629975937188156,31.381728417780085,34.07555813920071,41.789309509363356,43.134351536440285,40.57664835537385,46.3701037587962,42.456302495150815,0.6392032040877479,27.524259546076003,42.05877537534934,12.749791850442563,27.76421141243611,31.282283875011885,27.93189991734671,34.17142591567853,20.69242045581736,28.931853380544233,0.5013282274324394
test std,6.491996110231665,5.021415750739337,13.4779940312799,13.025586213624099,4.324231412131164,6.991032660038416,6.229072684282278,13.736778872989232,14.880322279623186,0.042964806390135855,4.693675581891334,8.111850633825775,9.839624631884346,4.681796855451197,4.693690390133924,6.394019552013872,7.597348420567817,14.827525446690034,3.878441449014466,0.05135726706176522
