,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5028,0.0,50.0,0.0,0.533
split 1,0.0,50.0,0.0,0.5165,0.0,50.0,0.0,0.5234
split 2,0.0,50.0,0.0,0.5216,0.0,50.0,0.0,0.489
split 3,0.0,50.0,0.0,0.4814,0.0,50.0,0.0,0.4808
split 4,0.0,50.0,0.0,0.5149,0.0,50.0,0.0,0.5396
split 5,0.0,50.0,0.0,0.5127,0.0,50.0,0.0,0.5078
mean,0.0,50.0,0.0,0.5083,0.0,50.0,0.0,0.5123
std,0.0,0.0,0.0,0.0133,0.0,0.0,0.0,0.0218
test mean,0.0,50.00000000000001,0.0,0.5223953668375475,0.0,50.000000000000014,0.0,0.542261299075237
test std,0.0,1.7328167009932818e-14,0.0,0.062323120948085335,0.0,1.758503553725828e-14,0.0,0.0680328295391679
