,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5192,0.0,50.0,0.0,0.5172
split 1,0.0,50.0,0.0,0.5273,0.0,50.0,0.0,0.4988
split 2,0.0,50.0,0.0,0.5384,0.0,50.0,0.0,0.4886
split 3,0.0,50.0,0.0,0.5359,0.0,50.0,0.0,0.5116
split 4,0.0,50.0,0.0,0.5075,0.0,50.0,0.0,0.5202
split 5,0.0,50.0,0.0,0.5342,0.0,50.0,0.0,0.4918
mean,0.0,50.0,0.0,0.5271,0.0,50.0,0.0,0.5047
std,0.0,0.0,0.0,0.0108,0.0,0.0,0.0,0.0123
test mean,0.0,50.00000000000001,0.0,0.5341246927194723,0.0,50.0,0.0,0.48707466628930407
test std,0.0,1.4117052668876551e-14,0.0,0.06403983862468612,0.0,2.1900397950137233e-14,0.0,0.07404166793457422
