,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5988,0.0,50.0,0.0,0.5143
split 1,0.0,50.0,0.0,0.5977,0.0,50.0,0.0,0.5283
split 2,0.0,50.0,0.0,0.5939,0.0,50.0,0.0,0.5352
split 3,0.0,50.0,0.0,0.6248,0.0,50.0,0.0,0.4439
split 4,0.0,50.0,0.0,0.5949,0.0,50.0,0.0,0.5525
split 5,0.0,50.0,0.0,0.6033,0.0,50.0,0.0,0.5254
mean,0.0,50.0,0.0,0.6022,0.0,50.0,0.0,0.5166
std,0.0,0.0,0.0,0.0105,0.0,0.0,0.0,0.0345
test mean,0.0,50.0,0.0,0.5866310675796429,0.0,50.00000000000001,0.0,0.5052462777212955
test std,0.0,1.5550132698718232e-14,0.0,0.08321585356189146,0.0,1.5485919901226005e-14,0.0,0.06287533828217035
