,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,34.23,50.03,18.47,34.2,39.47,44.77,36.31,50.35,47.65,0.5921,20.84,49.83,7.06,5.62,33.97,35.79,33.78,37.47,36.13,0.5076
split 1,29.83,50.19,14.91,24.4,37.26,42.24,35.42,47.15,44.16,0.5809,24.01,49.57,3.33,19.11,34.93,36.83,34.1,33.33,43.05,0.5103
split 2,30.44,50.73,18.98,21.6,37.83,43.84,35.7,50.99,44.82,0.5859,28.79,46.67,10.96,28.73,34.3,32.8,34.47,27.71,36.22,0.532
split 3,30.88,51.02,16.73,24.88,38.14,43.88,36.08,51.24,44.32,0.5804,32.75,46.45,20.54,31.27,36.47,38.81,34.97,44.11,37.35,0.5501
split 4,27.72,51.09,13.82,18.26,37.11,44.35,35.37,50.81,46.89,0.5756,29.1,51.83,21.07,14.41,38.18,46.74,35.91,54.8,49.52,0.575
split 5,28.07,50.37,15.93,17.91,36.64,41.73,35.12,45.8,44.26,0.5787,28.36,50.5,30.93,3.65,37.83,43.1,35.01,58.3,35.98,0.5183
mean,30.2,50.57,16.47,23.54,37.74,43.47,35.66,49.39,45.35,0.5823,27.31,49.14,15.65,17.13,35.95,39.01,34.71,42.62,39.71,0.5322
std,2.14,0.4,1.83,5.47,0.91,1.1,0.41,2.11,1.39,0.0054,3.85,1.96,9.44,10.49,1.66,4.66,0.7,11.04,5.03,0.0239
test mean,27.352252974628154,49.03215904379642,12.844461247419892,20.180138632668143,37.316082297597326,34.33911286936474,36.96886368165558,27.761004867941942,38.28747005849671,0.5783059502590164,20.60353442784126,45.30943036031128,7.678911483655803,8.822261439556698,31.250066459991473,17.324139743851276,33.42198168129314,8.687810094290473,9.86262745597022,0.4993599020194215
test std,8.312224355749654,4.987172183090829,16.720040820662874,18.183575859369743,4.448929756725911,13.654897438305426,6.789489909457453,28.356398485493667,30.780119590145482,0.06327304639574224,4.855598008519181,6.828466522617556,12.905479583653701,12.932717506993331,3.0137000752456746,7.164247982106353,2.1187579953275137,13.290703704177528,13.077596606606358,0.03198281379950111
