,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,3.44,50.69,82.09,0.5482,2.69,50.48,77.12,0.5066
split 1,2.28,50.47,83.8,0.5573,8.22,51.43,74.59,0.4792
split 2,4.06,50.79,80.68,0.5461,0.0,50.0,0.0,0.5066
split 3,3.65,50.75,83.64,0.5583,2.12,50.3,69.0,0.5286
split 4,3.72,50.74,81.54,0.5484,0.0,50.0,0.0,0.5218
split 5,0.0,50.0,0.0,0.5327,0.0,50.0,0.0,0.5313
mean,2.86,50.57,68.63,0.5485,2.17,50.37,36.78,0.5124
std,1.39,0.28,30.71,0.0085,2.91,0.51,36.86,0.0177
test mean,2.7692260077486615,50.51513273702919,23.357224649052124,0.533418672241631,2.4104532163742687,50.5321223316913,20.930232558139537,0.4867377043380567
test std,4.797657553714902,1.3173372519752484,39.73257772459482,0.07399158744128055,4.412840643955623,1.101078924371255,37.15475653179176,0.053777324110291166
