,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,32.79,51.18,12.97,34.21,39.43,45.99,36.9,55.74,45.32,0.6075,25.42,44.42,2.55,29.31,32.89,32.12,31.96,28.05,36.34,0.5159
split 1,33.01,50.07,14.12,34.86,38.98,43.95,36.33,49.96,45.57,0.6004,28.14,43.2,8.41,32.8,33.32,36.62,33.01,44.07,32.78,0.5409
split 2,28.88,50.28,1.24,35.12,37.84,44.74,35.89,53.72,44.63,0.5969,25.63,47.25,0.0,29.64,33.9,22.73,34.43,0.0,33.75,0.518
split 3,34.12,48.46,16.55,37.34,38.86,43.94,36.15,53.13,42.53,0.6045,29.7,45.96,13.81,29.32,34.55,34.7,34.16,34.06,35.89,0.5207
split 4,31.11,49.7,4.29,39.35,38.82,47.62,36.12,61.12,45.62,0.6014,27.94,45.98,0.0,37.84,35.52,24.1,34.57,0.0,37.74,0.5148
split 5,32.17,49.91,12.4,34.19,38.52,44.21,36.18,52.85,43.61,0.5965,26.8,45.74,7.13,27.55,33.45,31.81,33.0,24.57,37.86,0.5465
mean,32.01,49.93,10.26,35.85,38.74,45.08,36.26,54.42,44.55,0.6012,27.27,45.42,5.32,31.07,33.94,30.35,33.52,21.79,35.73,0.5261
std,1.67,0.81,5.53,1.89,0.48,1.34,0.31,3.45,1.13,0.0039,1.49,1.29,4.99,3.4,0.88,5.17,0.94,16.55,1.9,0.0127
test mean,27.445686786700122,49.49435435325887,3.9275687694659482,28.915137237375554,36.65342943298878,35.771417848272,35.21055597866614,30.16703177345224,41.936665792697646,0.5950810801246578,27.552344467911112,44.540220308745816,6.682235153329252,31.434577941658276,33.89941162044711,31.991114827301498,33.398661534281,25.949505280371437,36.62517766725207,0.5350625799289509
test std,5.239807946869975,3.4222678686895294,6.7417716021776375,13.24762478387867,4.238453193774562,15.592530595915743,2.5290026255542277,40.7451253064214,17.513101603629664,0.05627157033171635,5.278707280750244,8.884750397287688,6.583895309128751,5.42789845544221,6.39633192535852,9.03339053565195,5.772197470605693,22.677622148023556,7.001555185701122,0.06145143546051232
