,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4841,0.0,50.0,0.0,0.5066
split 1,0.0,50.0,0.0,0.5116,0.0,50.0,0.0,0.4868
split 2,0.0,50.0,0.0,0.4989,0.0,50.0,0.0,0.4659
split 3,0.0,50.0,0.0,0.4922,0.0,50.0,0.0,0.4735
split 4,0.0,50.0,0.0,0.4907,0.0,50.0,0.0,0.4989
split 5,0.0,50.0,0.0,0.4932,0.0,50.0,0.0,0.4729
mean,0.0,50.0,0.0,0.4951,0.0,50.0,0.0,0.4841
std,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0147
test mean,0.0,50.0,0.0,0.487440519359555,0.0,50.00000000000001,0.0,0.4843204761438852
test std,0.0,1.4488617559270878e-14,0.0,0.07319265317250025,0.0,1.3987047740492306e-14,0.0,0.07305645127024499
