plant,time point,cell,clustering coefficient,information centrality,eigenvector centrality,page rank,katz centrality,harmonic centrality,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,algebraic connectivity on 2 neighborhood,weighted node degree.1,clustering coefficient.1,information centrality.1,eigenvector centrality.1,page rank.1,katz centrality.1,current flow betweenness centrality.1,harmonic centrality.1,abs graph density on 2 neighborhood.1,rel graph density on 2 neighborhood.1,avg path length on 2 neighborhood.1,algebraic connectivity on 2 neighborhood.1,weighted node degree.2,clustering coefficient.2,information centrality.2,eigenvector centrality.2,page rank.2,katz centrality.2,current flow betweenness centrality.2,harmonic centrality.2,abs graph density on 2 neighborhood.2,rel graph density on 2 neighborhood.2,avg path length on 2 neighborhood.2,algebraic connectivity on 2 neighborhood.2,weighted node degree.3,clustering coefficient.3,information centrality.3,eigenvector centrality.3,page rank.3,katz centrality.3,harmonic centrality.3,abs graph density on 2 neighborhood.3,rel graph density on 2 neighborhood.3,avg path length on 2 neighborhood.3,algebraic connectivity on 2 neighborhood.3
P1,0,332,0.4,0.0038303697205370334,0.08346773230449199,0.002945843688890507,0.058078073241097886,60.67004107004138,0.21904761904761907,4.380952380952381,0.7173491471198671,0.2211712254755926,0.13441000519091748,0.00012090318753188536,3.6625354088411895e-06,0.003405336048328209,0.058078073241097886,0.06210624257139088,2089.3577655330528,0.21904761904761907,4.380952380952381,0.07393884689698198,0.02266878220127923,2.0530338392118,0.01064183840861928,0.0011491293696530207,2.410399237523937e-08,0.0031307354460424768,0.058078073241097886,0.05986570682491499,244.89766791051915,0.21904761904761907,4.380952380952381,0.5994726320267085,0.1737197041684798,0.8596852871440128,0.16545724113868215,0.0005014653532746855,4.515137695718885e-05,0.0031505039552460518,0.058078073241097886,526.3219383245462,0.21904761904761907,4.380952380952381,0.3055300271888341,0.09083990972516637
P1,0,340,0.5,0.003656414974031272,0.06963053825929462,0.002534104078122373,0.051716679797740486,60.492146742147064,0.2720588235294117,4.352941176470588,0.9430074592944744,0.16159562781693007,0.14248367416403807,0.0001110105322123241,1.353199062869802e-05,0.0028357431722822127,0.05171667979774048,0.044296411003890236,2199.0158555848334,0.2720588235294117,4.352941176470588,0.05567689669655422,0.025471399214625608,1.2637797534414985,0.010860416744864116,0.00102745822758209,1.0798989590173442e-11,0.0023619553350394122,0.05171667979774048,0.039713526747313085,260.1718365197261,0.2720588235294117,4.352941176470588,0.512176168869298,0.20647585009316016,0.6916824981435744,0.1964271215751654,0.00047676201616271346,0.00012590516539729246,0.00273113050657413,0.05171667979774048,513.5444378041733,0.2720588235294117,4.352941176470588,0.23912069185206644,0.10887147563370207
P1,0,346,0.4,0.00387926945533233,0.08805457742561743,0.0029567919900842345,0.0573572866030097,62.357864357864635,0.2315789473684211,4.4,0.712431117829611,0.18382273133475505,0.11542987594343848,0.00011837912915925859,8.250888230871923e-06,0.0029517013858693197,0.0573572866030097,0.053812344590340636,2244.068871871364,0.2315789473684211,4.4,0.07149655384820318,0.022293089571399943,1.5644087278956207,0.009299571921230378,0.001094048044044962,1.6322879712139276e-11,0.0026599487238249905,0.0573572866030097,0.047671625949587175,275.00309841912457,0.2315789473684211,4.4,0.5764613468260895,0.17404102427704582,0.7595570718901064,0.1507315185007478,0.0004990224651899309,0.00015305884521753485,0.002883659590638291,0.0573572866030097,555.9298832293846,0.2315789473684211,4.4,0.2878204511570065,0.09450068343092446
P1,0,351,0.3333333333333333,0.00394460842392716,0.09158901507208904,0.00342257235764343,0.06078670305242529,60.48608336108371,0.25146198830409355,4.526315789473684,0.8272396868683464,0.2239474673288097,0.10336150081957148,0.00012172133814636111,5.61273605984973e-06,0.003454058640328089,0.06078670305242529,0.0592333063280814,2149.5095219480177,0.25146198830409355,4.526315789473684,0.0709240446558437,0.02666592273047105,2.2232120160984064,0.008364050906642056,0.0011250712659787027,3.3588323122169476e-11,0.0035319486125660023,0.06078670305242529,0.0530515854635938,276.92213868458754,0.25146198830409355,4.526315789473684,0.571266844025508,0.22190502653785565,0.8955206666510855,0.13295858976793676,0.0005116761897410191,0.00013120712616500712,0.0032969602280311697,0.06078670305242529,521.1478578348281,0.25146198830409355,4.526315789473684,0.2855764210861159,0.11003626568604424
P1,0,369,0.3333333333333333,0.0041065789539215655,0.10529843892964133,0.0033602824541147337,0.06342015087540832,64.3926850926854,0.2121212121212121,4.454545454545454,0.6488508235388258,0.19060022735236626,0.08710828772134949,0.00012198115848073478,0.000620892283130551,0.003157633529885749,0.06342015087540832,0.07490130519768336,2397.636048437569,0.2121212121212121,4.454545454545454,0.06769063932916418,0.01852948583153268,2.1330201544624123,0.007881083549150677,0.0012125225315222268,7.391049385088034e-10,0.0031544945360236663,0.06342015087540832,0.08452385416433626,274.1298872474448,0.2121212121212121,4.454545454545454,0.5883410800785172,0.18186262463072184,0.8332057140192128,0.12045001801305764,0.0005158081053342093,0.005249731023232362,0.0031835738660972892,0.06342015087540832,576.4895210868815,0.2121212121212121,4.454545454545454,0.2783511493160826,0.07869351407111956
P1,0,372,0.4,0.0038082146387583963,0.07013341389588727,0.0029420467668658983,0.058564634314122,61.52987567987599,0.21904761904761907,4.380952380952381,0.7000644474301626,0.16063612353224546,0.09640839621301582,0.00011109015304502119,0.00036235955522888937,0.0027563263128616987,0.058564634314122,0.05979635321335421,2375.254208800506,0.21904761904761907,4.380952380952381,0.0615613150987756,0.01844783190834024,1.7421892534744503,0.009134002241942616,0.0010974842353058264,1.782718256001845e-11,0.002954517659633012,0.058564634314122,0.06374861895098745,258.730148469342,0.21904761904761907,4.380952380952381,0.5712562496233989,0.17504798096112192,0.6801470222927845,0.1335520308080717,0.0004705954669541257,0.00014488950098873283,0.002652856429821056,0.058564634314122,580.8186548902919,0.21904761904761907,4.380952380952381,0.2673152537149105,0.0814216483590155
P1,0,376,0.4,0.003790754173590492,0.08079428475430522,0.002972144922495268,0.05660798551773578,59.82408147408182,0.2456140350877193,4.421052631578949,0.7949814819885622,0.2253486166266415,0.1365216300132668,0.00012039678514200725,4.119819122439053e-06,0.0034392757011558,0.05660798551773578,0.05532482255643965,2045.3833489798649,0.2456140350877193,4.421052631578949,0.07331114916090829,0.025932448413663937,1.7105024710066363,0.010560165278535752,0.0010931161756229442,9.07174590449183e-10,0.0027212347088372245,0.05660798551773578,0.04445310469585903,262.4025859476859,0.2456140350877193,4.421052631578949,0.5759291226477075,0.20398274134578664,0.8752838378270766,0.17006397498514111,0.0005007496651168934,7.400385585882732e-05,0.003188178468904585,0.05660798551773578,511.3779261449673,0.2456140350877193,4.421052631578949,0.29397413960491336,0.11069530202624564
P1,0,389,0.4,0.003839184845412716,0.08774187093010878,0.002982631294215045,0.056342134156833985,61.569841269841575,0.26143790849673204,4.4444444444444455,0.8940296896815527,0.18602397178387087,0.11954112156492372,0.00011732934517902354,1.9797378950882488e-05,0.003004391124076685,0.056342134156833985,0.04839250352141999,2210.9205128758413,0.26143790849673204,4.4444444444444455,0.06657270819954512,0.027246768193000776,1.5163596678186495,0.009261180201403943,0.001061683748575787,1.1443830898973558e-12,0.0025443272477543807,0.056342134156833985,0.03799737505594355,271.8061147929812,0.26143790849673204,4.4444444444444455,0.5613868811277862,0.2394981596314197,0.8091834880892186,0.16064212812252807,0.0005016302863149101,0.00046549905359488165,0.003061207769764809,0.056342134156833985,525.6231948672906,0.26143790849673204,4.4444444444444455,0.2674058904970405,0.10548233216005376
P1,0,390,0.3333333333333333,0.003939772045882874,0.07483580886755152,0.0034089940914800647,0.0615511086847433,62.03349150849179,0.2368421052631579,4.5,0.7361162674771677,0.1710475539593417,0.07782579225968622,0.00011268320504054795,3.672770680766801e-05,0.003117597712851289,0.0615511086847433,0.06020612790607749,2531.607997918713,0.2368421052631579,4.5,0.05636422495194397,0.018982045996804912,2.056173872633474,0.007498833777760364,0.0011187190936176976,4.1077631555557457e-13,0.0036375231278678,0.0615511086847433,0.06591229262954586,276.77198924071615,0.2368421052631579,4.5,0.5394644458337319,0.20365668683897534,0.7881945827087071,0.11391500831068226,0.0004890469139372724,0.00015029887953826244,0.0031362817346305585,0.0615511086847433,579.8805344912433,0.2368421052631579,4.5,0.2609449314849597,0.0823350211670821
P1,0,398,0.4,0.003800888630638261,0.08616230391032696,0.002990779729200756,0.0562635923509507,60.31646131646168,0.26143790849673204,4.4444444444444455,0.8871244115723507,0.20057449518882625,0.12474539162314828,0.00011785607657662642,1.2439330300493566e-05,0.003193869948555601,0.0562635923509507,0.04846690114066585,2124.7960278560668,0.26143790849673204,4.4444444444444455,0.06413482599641998,0.026500537242764258,3.1526537347041064,0.01113213475819033,0.0011592849484733055,2.589262527457876e-12,0.004433067003381505,0.0562635923509507,0.0501553743471721,268.8215748276259,0.26143790849673204,4.4444444444444455,0.5315989241351737,0.21369741384600985,0.8171942709432771,0.1620632138398435,0.0004982333668871213,0.00032843444255722986,0.003076905277057625,0.0562635923509507,515.9983061602661,0.26143790849673204,4.4444444444444455,0.2630503841100252,0.112312542428811
P1,0,413,0.5,0.003625658903993253,0.06527789256358787,0.0025384762618846685,0.05142011293639865,59.01886724386762,0.2916666666666667,4.375,1.0008307810573158,0.14847015572367578,0.13267887413828044,0.00010768602338675836,2.7438975835470017e-05,0.002671108193986054,0.05142011293639865,0.04145799374127673,2264.185782294567,0.2916666666666667,4.375,0.05132169103225463,0.025619035098114855,1.1173732538674694,0.010023638533020771,0.0009707364046310832,1.484195848613769e-11,0.0021793105370763203,0.05142011293639865,0.033774700257077954,263.659151217993,0.2916666666666667,4.375,0.4743388968721245,0.2295074819533788,0.7649713301988657,0.20397237490541653,0.00048317680113050323,9.738466084888832e-05,0.0029825080064194995,0.05142011293639865,489.3501667328789,0.2916666666666667,4.375,0.2303854975925593,0.12060612901443706
P1,0,422,0.4,0.0038037059938677647,0.08129259160792596,0.0029548025338252053,0.058511566428203536,62.42705350205385,0.21904761904761907,4.380952380952381,0.639215555369494,0.1676692950297064,0.10110940613910373,0.00011242789585460759,3.1734679969875705e-05,0.002905975416122359,0.058511566428203536,0.05632918690817516,2390.681412381556,0.21904761904761907,4.380952380952381,0.06082193517260338,0.0171737419742689,1.6879557049445486,0.00949735360195353,0.0011197372061803193,2.9329595136720534e-07,0.0027685368872367136,0.058511566428203536,0.06019431438839611,261.33372109302616,0.21904761904761907,4.380952380952381,0.6104183236003875,0.1968535748698892,0.7884830049466306,0.14219537599028026,0.00048440654140958486,4.189376926112011e-05,0.0030209665609672496,0.058511566428203536,591.0450813901715,0.21904761904761907,4.380952380952381,0.26429402225524146,0.0708823846212239
P1,0,429,0.4,0.0037844521499182633,0.08046328132284912,0.002946140336440335,0.058483206530130574,60.15665029415057,0.2121212121212121,4.454545454545454,0.6512314480263969,0.18759509298353147,0.11542702257978035,0.00011588129594334746,3.2732481287661387e-06,0.002991818956940837,0.058483206530130574,0.05550276022069989,2131.4423186178906,0.2121212121212121,4.454545454545454,0.07311285633234263,0.019729023231779268,1.7312218168586493,0.009747739192425277,0.0011020108802144938,3.3795573437706313e-09,0.002562952620656232,0.058483206530130574,0.05362769748690952,261.990069937793,0.2121212121212121,4.454545454545454,0.5700822387824391,0.1702924185030423,0.7795490184380557,0.15071687852914942,0.0004855659896765842,0.0001243938625174339,0.0029553873045603755,0.058483206530130574,535.6015375254377,0.2121212121212121,4.454545454545454,0.293845563694489,0.07754737486158053
P1,0,431,0.5,0.0035895722930146673,0.06150593566298732,0.0025448913796938324,0.05113766917917269,57.84973359973402,0.2916666666666667,4.375,0.9729099134769372,0.1560160503640658,0.14204816682703986,0.00010913376485565604,0.0013613465915972534,0.002682441014902267,0.05113766917917269,0.04031261068313879,2087.5080024603376,0.2916666666666667,4.375,0.05973266197021027,0.028179630885787236,1.1340184622324514,0.01039903132817287,0.000972113343852781,6.661005340742739e-10,0.0018795998447568372,0.05113766917917269,0.028888566413665214,268.3218058514069,0.2916666666666667,4.375,0.4838359380061346,0.2439693895109084,0.7207925974024029,0.19962791223803186,0.0004732124157835697,0.010783445802774416,0.002786509129157373,0.05113766917917269,491.02503799820084,0.2916666666666667,4.375,0.2457341406558,0.1209710504783824
P1,0,438,0.4,0.0038076220950402405,0.06903237770986312,0.0029675867632202066,0.0569304093758392,60.98068043068072,0.2456140350877193,4.421052631578949,0.7737577952542343,0.1751950409184287,0.10901338497123546,0.00011353127543526382,0.0005414183870745542,0.003018518171000745,0.0569304093758392,0.05512981355031634,2306.3948956913932,0.2456140350877193,4.421052631578949,0.06179358807703875,0.021671799554329584,1.6019536987074063,0.009347827424800729,0.0010660033676622726,1.5608874927223104e-11,0.0027785324736269,0.0569304093758392,0.05011977316317457,270.21688113548083,0.2456140350877193,4.421052631578949,0.5303997348294837,0.19483038262721186,0.7389626380881273,0.14887044286438422,0.00048580116563785646,0.005964541705530738,0.00284918861706562,0.0569304093758392,532.8980608573497,0.2456140350877193,4.421052631578949,0.2680357742242885,0.09601621589991896
P1,0,441,0.4,0.003839866660490448,0.07815514638182723,0.0029722605252268434,0.056426239340001134,61.42577977578006,0.26143790849673204,4.4444444444444455,0.8220144773083002,0.17756851826379574,0.1106842407930743,0.00011538297198661035,0.0005415962792554323,0.0030102968819288537,0.056426239340001134,0.053193299740682716,2291.280641347552,0.26143790849673204,4.4444444444444455,0.06152750339633393,0.023461976319700917,1.5176909755235832,0.009368302339375191,0.0010695702181438575,1.663624531405885e-10,0.002504427950394052,0.056426239340001134,0.044248731729742655,269.6782602313972,0.26143790849673204,4.4444444444444455,0.528223115374735,0.2310148975601612,0.7793259440806636,0.1554578392714442,0.0004920568471321093,0.0055435267684696005,0.002998454931651589,0.056426239340001134,547.1962695484157,0.26143790849673204,4.4444444444444455,0.2568179440082244,0.10067025330035044
P1,0,442,0.4,0.003855478537239664,0.07262469623450228,0.002954057650816866,0.05744057547496367,61.413508713508996,0.2315789473684211,4.4,0.7250508947817378,0.16192572614005124,0.10152544748448113,0.00011296950625931397,0.00014842389265313274,0.00286227539790401,0.05744057547496367,0.0555786301662507,2404.935076258198,0.2315789473684211,4.4,0.06206105047549348,0.019965730429864482,1.5723268737288183,0.009078588972736541,0.0010698224620161254,4.850028599152027e-12,0.002792630859293797,0.05744057547496367,0.052293641211893775,275.96523751211976,0.2315789473684211,4.4,0.5394617242512679,0.19055906096853856,0.7516784036367157,0.14854947026022636,0.0004929050692334759,0.002606969952510348,0.002913582582307183,0.05744057547496367,542.3986180745994,0.2315789473684211,4.4,0.27519509313043405,0.08748328241654471
P1,0,443,0.5,0.003595054071057049,0.06860422107168915,0.0025202780472716466,0.05479648209078577,58.64734015984048,0.20346320346320346,4.2727272727272725,0.6107247347744131,0.12904504775234435,0.11885867594833732,0.00010468509675118668,4.1404030889162495e-06,0.002276602138906802,0.05479648209078577,0.04300501305930398,2226.771338418028,0.20346320346320346,4.2727272727272725,0.06339304036480142,0.016372418242777333,1.0650066241719272,0.011629481803269623,0.0009757636495751183,2.453387777206112e-06,0.0017807229584951433,0.05479648209078577,0.032908713683921405,264.88630362183073,0.20346320346320346,4.2727272727272725,0.5711056365022085,0.16876528060704665,0.6333970478846759,0.1762965513617228,0.0004565462113205224,1.6122498771622978e-05,0.0024732921841084,0.05479648209078577,535.0485283829541,0.20346320346320346,4.2727272727272725,0.2758048474477644,0.07375466337526629
P1,0,444,0.3333333333333333,0.0038383320905454213,0.08075565830392953,0.003430619297674946,0.06315355346174381,61.06015651015685,0.2121212121212121,4.454545454545454,0.6024354989620293,0.16678303267665676,0.07680785864526554,0.00011032056398296276,1.5328549310730938e-05,0.0029489775906782817,0.06315355346174381,0.05778228693787842,2402.1914882643623,0.2121212121212121,4.454545454545454,0.05996875564705455,0.015766279863047582,2.253186576666337,0.007254620848082505,0.0011527077100870564,6.928528819610872e-06,0.0034845516218770392,0.06315355346174381,0.06952230856664593,263.3980145714616,0.2121212121212121,4.454545454545454,0.5705666340339483,0.17297980053617226,0.8232104925945859,0.120323879755286,0.00048115480316446015,2.4104899978325e-05,0.003167365002594501,0.06315355346174381,586.5264126791191,0.2121212121212121,4.454545454545454,0.26597218293691394,0.07096890084795082
P1,0,447,0.5,0.003739703305365479,0.07686021779123167,0.002510737208952489,0.05280691898298615,62.27561327561353,0.23976608187134504,4.315789473684212,0.7730725599809996,0.15930772466755425,0.13958572722336274,0.00011445348399031534,0.0002038432347331272,0.002715246687319948,0.05280691898298615,0.050518661242618376,2235.2155637939704,0.23976608187134504,4.315789473684212,0.0634291342874731,0.022473950086561133,1.3583730698615748,0.011437003005424246,0.001068585212637031,7.756993499458002e-11,0.0022939491522538428,0.05280691898298615,0.04500394608653619,263.8543140927613,0.23976608187134504,4.315789473684212,0.5543453127040512,0.1954766746197069,0.7116583051068941,0.19686857694962728,0.0004883747895672915,0.002953510491310686,0.0027635178381526697,0.05280691898298615,539.4234296776706,0.23976608187134504,4.315789473684212,0.2731410187698761,0.09350864807542594
P1,0,448,0.3333333333333333,0.004083755138453301,0.09202346629760493,0.003373093489099434,0.06281774015832066,63.938225663225936,0.2121212121212121,4.454545454545454,0.6760015447065088,0.1858080070941814,0.08519637054962836,0.00012032717159984969,0.00028080239303144514,0.0031555787510973185,0.06281774015832066,0.07154857185641993,2419.70788628653,0.2121212121212121,4.454545454545454,0.06713592823239414,0.01918080704163471,2.1619361101776184,0.007680068473396983,0.0011723555763634387,3.059427553002205e-11,0.003523567208956497,0.06281774015832066,0.07700065453087837,274.85469697785345,0.2121212121212121,4.454545454545454,0.5774677099694691,0.16690785172965486,0.8273377776511849,0.12122595407657615,0.0005156743623412148,0.0036384171907757968,0.003158505168536843,0.06281774015832066,574.5552454370971,0.2121212121212121,4.454545454545454,0.29101552907943096,0.08514710425955954
P1,0,449,0.4,0.0037685062858659967,0.060252441132307724,0.002968520908837457,0.05692266090816454,60.19117549117581,0.2456140350877193,4.421052631578949,0.7949814819885624,0.13825435395954955,0.08782693016035148,0.00010550105907417816,1.6513134205020838e-05,0.0026607223273455768,0.05692266090816454,0.049211959272638515,2483.3248051006453,0.2456140350877193,4.421052631578949,0.053858359991052776,0.01966210609208416,1.2605631643398874,0.00747058518263299,0.0009970812686725015,2.2534315570009886e-12,0.002417663209089808,0.05692266090816454,0.044371282998814265,286.7885867146327,0.2456140350877193,4.421052631578949,0.4907242564762917,0.2053952417359293,0.6928156929820181,0.13898119546832569,0.0004713306834479658,0.0005450953025960348,0.002823909424604577,0.05692266090816454,545.678550487902,0.2456140350877193,4.421052631578949,0.2553845838662208,0.09141557896033614
P1,0,457,0.4,0.003951149429489062,0.09286236598352984,0.002944908319449684,0.05770295516395048,63.16522366522394,0.2315789473684211,4.4,0.7755775972444491,0.18172240116713206,0.1123648405420969,0.00011965430564418999,0.000131641641305996,0.003021216928717499,0.05770295516395048,0.061188493026095934,2321.2992760120865,0.2315789473684211,4.4,0.06657760745226457,0.02230568318725782,1.7577770897187437,0.009576054351975245,0.0011227486301120262,4.4865805191093214e-11,0.002909462760297696,0.05770295516395048,0.054062328711684315,271.58181578395266,0.2315789473684211,4.4,0.5722074379909913,0.1801274145360363,0.7641888947378195,0.14931294236288378,0.0005063730743190323,0.0018577194209491567,0.0029488103661827274,0.05770295516395048,551.4919916765217,0.2315789473684211,4.4,0.2828597955197778,0.09212495848085872
P1,0,461,0.4,0.003957658576859359,0.09913029871543552,0.002928535180120094,0.0588816949955689,63.83326118326149,0.2121212121212121,4.454545454545454,0.6373531582395702,0.15762430681096568,0.10027439822117558,0.00011639931725334737,0.00011888197371017395,0.0026633075513314178,0.0588816949955689,0.05718701997408746,2379.3977152069738,0.2121212121212121,4.454545454545454,0.0680832002554442,0.01831671528341356,1.4992586005863204,0.008807045824784436,0.001118122896540265,4.618418533836226e-11,0.0024151930726333697,0.0588816949955689,0.057258364701948235,274.9189267135524,0.2121212121212121,4.454545454545454,0.5929086845681005,0.17079458276570667,0.7221183192716959,0.1361665095581708,0.0005007460759435622,0.0016409455423423756,0.002805596310321268,0.0588816949955689,567.566030981017,0.2121212121212121,4.454545454545454,0.2809012964721124,0.07552229107982407
P1,0,462,0.3333333333333333,0.00412891498538093,0.10061509160141162,0.0033712005157388405,0.06265707473227143,64.93445165945192,0.22380952380952385,4.476190476190476,0.7011367920528111,0.1912674073069308,0.08883186030319055,0.00012243998022217888,8.441690681031217e-05,0.003207869270670296,0.06265707473227143,0.07257889245543257,2436.516469192709,0.22380952380952385,4.476190476190476,0.0652810159245498,0.019796144625903025,2.0364159062371128,0.007952969918457068,0.0011961186594555688,9.780037390984516e-12,0.003400866869259364,0.06265707473227143,0.08056711322217802,272.2613245626544,0.22380952380952385,4.476190476190476,0.5815138560015491,0.1663388848821316,0.825466186778915,0.1212656824388167,0.0005217860457820549,0.0016207090334966242,0.0031616431020809192,0.06265707473227143,579.7039708895162,0.22380952380952385,4.476190476190476,0.2810687300693777,0.08847323017044678
P1,0,465,0.5,0.003633019553426333,0.07481936257289759,0.002519258292848194,0.05309191591432907,60.26787934287967,0.23976608187134504,4.315789473684212,0.7537025625818962,0.14399405865959702,0.13154332782862324,0.00010846025745897867,7.769149112095659e-05,0.002514099533709706,0.05309191591432907,0.04333040698058984,2193.7810427701747,0.23976608187134504,4.315789473684212,0.05989372841765075,0.020028758837156532,1.287405177285262,0.011412902830636826,0.001027529327800522,1.0392783322389042e-11,0.0021994042368028667,0.05309191591432907,0.03961561286488542,264.7194618217869,0.23976608187134504,4.315789473684212,0.5247174120758112,0.19026825095083666,0.6378362393037553,0.17787047495382266,0.00046406447007702335,0.001354291936512001,0.002543362646922371,0.05309191591432907,536.9610267397255,0.23976608187134504,4.315789473684212,0.256695785881602,0.0897071830197677
P1,0,466,0.3333333333333333,0.0040541521118311425,0.10441939224427177,0.0034001852026621236,0.06196629680981078,63.7327922077925,0.2368421052631579,4.5,0.7767539353744431,0.21146331892592926,0.0942795209957193,0.00012293880284331007,6.389599093023309e-05,0.0034269516610038863,0.06196629680981078,0.06790362825806867,2316.1717032930324,0.2368421052631579,4.5,0.06657447964129748,0.02290010654085372,2.050121325209054,0.008059058550739349,0.0011539940907082694,9.103927558231024e-12,0.0032942219406733968,0.06196629680981078,0.061268936491380474,267.77776661954516,0.2368421052631579,4.5,0.5734325842110746,0.1975783378848522,0.8568550280225213,0.12461632654982928,0.0005166996571500472,0.0010847331117631509,0.0032507785124388463,0.06196629680981078,562.7809380298121,0.2368421052631579,4.5,0.2736522981313732,0.1005624617097858
