,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4885,0.0,50.0,0.0,0.5119
split 1,0.0,50.0,0.0,0.5103,0.0,50.0,0.0,0.4966
split 2,0.0,50.0,0.0,0.4959,0.0,50.0,0.0,0.545
split 3,0.0,50.0,0.0,0.5126,0.0,50.0,0.0,0.4972
split 4,0.0,50.0,0.0,0.5115,0.0,50.0,0.0,0.3684
split 5,0.0,50.0,0.0,0.5095,0.0,50.0,0.0,0.5133
mean,0.0,50.0,0.0,0.5047,0.0,50.0,0.0,0.4887
std,0.0,0.0,0.0,0.0092,0.0,0.0,0.0,0.0561
test mean,0.0,50.0,0.0,0.5179785119374687,0.0,50.0,0.0,0.506768256695447
test std,0.0,1.4117052668876551e-14,0.0,0.06894683380410707,0.0,1.2560739669470201e-14,0.0,0.05362880175727065
