,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5423,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5493
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5489999999999999,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5133
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5578,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5154
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5446,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5585
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.55,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5264
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5417,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5379
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5476,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5335
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0167
test mean,16.66666666666667,50.00000000000002,0.0,0.0,33.33333333333333,11.111111111111116,33.33333333333335,0.0,0.0,0.5407031756982954,16.666666666666664,49.99999999999999,0.0,0.0,33.33333333333332,11.111111111111109,33.33333333333333,0.0,0.0,0.5124905893843004
test std,1.1867284065002253e-14,3.5339657184951534e-14,0.0,0.0,6.9159151421486e-15,1.0751227004969434e-14,3.2520329656021254e-14,0.0,0.0,0.03949037772071596,9.969778034532539e-15,2.929642751054232e-14,0.0,0.0,8.331852114593072e-15,9.357540300716439e-15,2.8310469436315394e-14,0.0,0.0,0.03577722309981652
