label, neighbor, wall area
21702,21705,9.21359
21702,21810,4.90496
21702,21821,4.17869
21704,21821,6.51376
21704,21833,3.51739
21705,21702,9.21359
21705,21810,2.45132
21705,21817,3.60385
21705,21821,4.40083
21705,21822,7.94385
21708,21712,6.1883
21708,21802,6.18436
21708,21810,3.30256
21708,21811,2.80983
21708,21817,4.3729
21708,21835,1.2316
21708,21836,5.4685
21712,21708,6.1883
21712,21835,6.57201
21712,21836,5.67152
21712,21853,3.88279
21712,21854,3.21037
21712,21860,2.83542
21716,21718,0.466376
21716,21721,7.3301
21716,21825,5.05124
21716,21827,2.27652
21716,21838,4.32477
21716,21861,3.51496
21718,21716,0.466376
21718,21721,3.25396
21718,21838,7.8281
21718,21844,3.82675
21718,21872,3.85181
21718,22036,6.86787
21718,22055,1.79385
21721,21716,7.3301
21721,21718,3.25396
21721,21861,4.09342
21721,21872,3.41093
21721,21876,5.01965
21724,21848,3.83011
21724,21864,4.44845
21724,21881,5.36457
21724,21882,3.4928
21728,21849,3.31146
21728,21850,7.35749
21728,21874,4.84297
21728,21875,9.85228
21728,21883,6.38292
21728,21903,3.6084
21729,21732,6.3925
21729,21861,3.94087
21729,21862,3.06582
21729,21876,2.80363
21729,21898,5.2936
21729,21906,1.2326
21731,21864,5.59919
21731,21865,4.32746
21731,21882,5.98011
21731,21893,5.57186
21731,21914,2.92743
21732,21729,6.3925
21732,21854,2.04592
21732,21862,3.65022
21732,21889,6.59627
21732,21906,5.30546
21732,21920,2.8898
21734,21735,9.55946
21734,21869,3.94343
21734,21871,3.51029
21734,21896,5.56522
21734,21917,2.98448
21734,21926,3.95221
21734,21927,2.37595
21735,21734,9.55946
21735,21736,7.88101
21735,21871,4.9423
21735,21927,3.31209
21736,21735,7.88101
21736,21860,3.16796
21736,21871,2.96043
21736,21889,7.82502
21736,21919,4.19026
21736,21920,1.81319
21736,21927,0.953987
21739,21881,3.72104
21739,21882,4.61426
21739,21911,6.22371
21739,21912,5.9391
21745,21892,7.91148
21745,21899,2.46737
21745,21911,6.18737
21745,21922,2.02745
21745,21930,8.545
21745,21939,2.66173
21746,21747,3.71361
21746,21893,3.64212
21746,21914,5.05067
21746,21933,6.23807
21746,22032,3.8516
21747,21746,3.71361
21747,21893,3.29199
21747,21902,7.79153
21747,21934,3.26805
21747,22032,6.50577
21748,21752,2.0201
21748,21906,6.28534
21748,21920,3.9828
21748,21921,3.53109
21748,21946,6.22112
21752,21748,2.0201
21752,21919,3.26132
21752,21920,4.48407
21752,21945,5.478
21752,21946,6.19688
21752,21963,2.87816
21754,21915,2.87195
21754,21935,6.68372
21754,21943,8.69943
21754,21960,2.92903
21754,21969,3.17857
21754,21977,3.60618
21756,21759,4.28139
21756,21926,2.40826
21756,21927,2.34184
21756,21944,4.74925
21756,21962,4.87196
21756,21979,3.4729
21757,21937,6.89659
21757,21946,1.86923
21757,21955,4.77515
21757,21964,4.15464
21757,22041,5.45156
21757,22042,0.322042
21759,21756,4.28139
21759,21927,5.73654
21759,21945,1.78359
21759,21971,7.2752
21759,21979,2.97586
21759,21981,2.47174
21763,21764,7.54241
21763,21938,3.14804
21763,22053,2.87737
21763,22066,6.09844
21764,21763,7.54241
21764,21966,4.12084
21764,22052,1.98655
21764,22053,4.38756
21764,22063,8.19605
21764,22065,3.50133
21764,22066,2.48619
21765,21960,6.01526
21765,21968,4.07778
21765,21977,2.42277
21765,21993,7.42865
21765,21995,5.14504
21765,22000,1.59127
21766,21969,8.88134
21766,21977,4.49462
21766,21979,2.72653
21766,21995,6.52322
21766,21996,3.10716
21766,22002,5.99125
21770,21772,7.20171
21770,21776,4.39423
21770,21972,5.46936
21770,21983,1.67772
21770,21988,4.88024
21770,22004,2.37697
21772,21770,7.20171
21772,21776,5.68527
21772,21983,7.87984
21772,22043,5.46825
21775,21776,5.13056
21775,22003,7.06934
21775,22004,2.45226
21775,22011,3.44438
21775,22022,3.73382
21775,22023,8.16473
21776,21770,4.39423
21776,21772,5.68527
21776,21775,5.13056
21776,22004,4.86764
21776,22015,7.4749
21776,22023,3.1275
21776,22043,5.49558
21802,21708,6.18436
21802,21810,5.68331
21802,21811,6.24453
21810,21702,4.90496
21810,21705,2.45132
21810,21708,3.30256
21810,21802,5.68331
21810,21817,7.20899
21811,21708,2.80983
21811,21802,6.24453
21811,21824,4.4549
21811,21825,4.83176
21811,21836,2.36134
21817,21705,3.60385
21817,21708,4.3729
21817,21810,7.20899
21817,21822,3.41766
21817,21835,8.52326
21817,21843,2.46861
21821,21702,4.17869
21821,21704,6.51376
21821,21705,4.40083
21821,21822,5.27404
21821,21833,9.56888
21821,21842,7.46944
21822,21705,7.94385
21822,21817,3.41766
21822,21821,5.27404
21822,21842,3.0504
21822,21843,6.39389
21822,21851,1.27905
21824,21811,4.4549
21824,21825,8.02017
21824,21836,10.5427
21824,21861,3.77824
21825,21716,5.05124
21825,21811,4.83176
21825,21824,8.02017
21825,21827,8.71847
21825,21861,1.8001
21827,21716,2.27652
21827,21825,8.71847
21827,21838,5.56847
21827,22055,3.93414
21833,21704,3.51739
21833,21821,9.56888
21833,21842,2.01105
21833,21849,4.26624
21833,21850,7.77803
21835,21708,1.2316
21835,21712,6.57201
21835,21817,8.52326
21835,21843,6.89094
21835,21853,5.1587
21836,21708,5.4685
21836,21712,5.67152
21836,21811,2.36134
21836,21824,10.5427
21836,21854,5.92556
21836,21861,2.71424
21836,21862,3.16866
21838,21716,4.32477
21838,21718,7.8281
21838,21827,5.56847
21838,22055,4.95365
21839,21848,3.09708
21839,21849,7.15462
21839,21857,4.12728
21842,21821,7.46944
21842,21822,3.0504
21842,21833,2.01105
21842,21850,6.53043
21842,21851,14.143
21842,21875,7.43434
21842,21885,2.63708
21843,21817,2.46861
21843,21822,6.39389
21843,21835,6.89094
21843,21851,10.959
21843,21853,5.96606
21843,21869,4.31254
