Label, Parent Label
23040,22367
22784,22393
23104,22358
22848,22211
22976,22335
23072,22274
27424,22410
22688,22088
22944,22340
22880,22501
22752,22286
23008,22404
23056,22377
22608,22096
22864,22232
22736,22317
22992,22332
22576,22359
23088,22284
22832,22147
22640,22167
22896,22478
22768,22507
23024,22404
23048,22412
22792,22360
22664,22419
22920,22479
22856,22233
22728,22277
22824,22208
22952,22475
22632,22345
22888,22246
23064,22321
22808,22458
27416,22337
22936,22343
22616,22272
22872,22242
22744,22540
23096,22312
22712,22264
22968,22171
22904,27413
22776,22536
23032,22280
23044,22405
22724,22261
23076,22298
22884,22273
22756,22112
23012,22461
23060,22359
22804,22409
22932,22315
22612,22480
22868,22484
23092,22311
22900,22294
22772,22131
23052,22483
22796,22134
22668,22412
22924,22317
22604,22265
22988,22394
22572,22338
23084,22149
22700,22233
22956,22475
22636,22458
22764,22541
23020,22140
22556,22252
23068,22268
22684,22161
22940,22287
22748,22171
22844,22207
22972,22125
22652,22138
22908,22111
22780,22358
23036,22337
23042,22382
22658,22419
22914,22320
22594,22089
23106,22088
22850,22442
22562,22329
23074,22255
22818,22083
22946,22484
22626,22156
22882,22249
22754,22538
23058,22133
22802,22415
22674,22164
22610,22261
22866,22479
22738,22103
22994,22366
22578,22360
23090,22297
22834,22510
22706,22230
22642,22353
22898,22096
23050,22139
22794,22407
22666,22474
22922,22302
22602,22484
22730,22308
22986,22369
22570,22313
23082,22461
22698,22239
22762,22151
23066,22348
22810,22474
27418,22471
22938,22482
23002,22391
22842,22544
22714,22223
23046,22429
22790,22409
22662,22463
22854,22229
22726,22283
22566,22345
22822,22436
22630,22315
23062,22313
22806,22422
22934,22327
22614,22293
22870,22265
22998,22407
22582,22398
23094,22268
22838,22149
22966,22112
22646,22332
22902,22255
22774,22362
23030,27415
23054,22157
22606,22452
22862,22094
22734,22145
22990,22376
22574,22125
23086,22353
22702,22462
22958,22117
22638,22482
22894,22102
22558,22245
27422,22148
22686,22213
22942,22495
22622,22318
22590,22083
22846,22232
22718,22452
22654,22151
23038,22368
23041,22367
22785,22394
22913,22493
22593,22089
23105,22230
22849,22213
22721,22246
22561,22277
23073,22274
27425,22388
22689,22208
22945,22494
22625,22343
22881,22444
22753,22156
23057,22377
22609,22453
22865,22161
22737,22318
22993,22427
22577,22445
23089,22284
22833,22207
22705,22229
22641,22365
22769,22349
23025,22171
22793,22461
22665,22399
22921,22167
22601,22249
22729,22308
23081,22121
22889,22436
23017,22381
23065,22117
22809,22147
27417,22325
22681,22083
22617,22111
22873,22236
23001,22528
23097,22298
22969,22369
22649,22536
23033,22316
23045,22429
22789,22382
22725,22483
22565,22434
22949,22485
22629,22157
22885,22252
22757,22465
23061,22322
22677,22083
22933,22510
22613,22280
22741,22320
22997,22366
22581,22422
22709,22428
22773,22131
23029,22431
23053,22463
22797,22134
22669,22447
22989,22387
22573,22362
23085,22353
22829,22159
22701,22223
22637,22338
22893,22281
22765,22335
23021,22399
22557,22251
22813,22145
22685,22211
22941,22287
22621,22293
22877,22428
22749,22355
23005,22495
22589,22209
23101,22410
22845,22501
22717,22262
22973,22160
22909,22283
23043,22405
22659,22398
22915,22471
22595,22242
22979,22365
23075,22103
27427,22400
22947,22346
22883,22094
22755,22325
23011,22140
23059,22322
22803,22431
22931,22538
22611,22272
22739,22316
22579,22388
23091,22311
22707,22164
22963,22442
23051,22139
22795,22494
22923,22305
22603,22427
22987,22393
23083,22480
22955,27413
22635,22444
22891,22262
23067,22348
22811,22465
22939,22286
22747,22327
23099,27415
22971,22387
22651,22138
22907,22294
22779,22528
23035,22121
23047,22434
22791,22133
22727,22102
22567,22346
23079,22298
22695,22236
22951,22540
22887,22445
22759,22478
22551,22462
23063,22321
22807,22400
22935,22340
22871,22485
22743,22297
23095,22312
22839,22089
22711,22264
22967,22300
22903,22507
23031,22251
23055,22453
22927,22329
22607,22245
22863,22160
22735,22305
22991,22493
23087,22368
22831,22207
22959,22541
22639,22300
22895,22159
22559,22281
22815,22447
27423,22148
22687,22544
22943,22302
22879,22239
22751,22355
23007,22381
23103,22349
22847,22209
22719,22273
22975,22376
22655,22415
22783,22391
23039,22367
