,F1,c0 F1,c1 F1,c2 F1,Acc,precision,c0 precision,c1 precision,c2 precision,Auc
test tissue 0,48.91805891750219,44.368480310367794,37.085777841927,65.29991860021178,49.43718443718442,49.18051533620633,40.834977152987605,43.29811066394405,63.4084581916873,0.7108496459808413
test tissue 1,35.86576175302652,36.2031398402146,36.417396113634204,34.976749305230754,35.836165392240154,36.14181908320608,39.182488813641356,36.471315055069155,32.771653380907736,0.5046823805565064
test tissue 2,29.094268111872157,20.092625578909853,30.981422621028347,36.20875613567827,29.60126083530339,28.903683981027285,22.73582370330556,30.101005596557336,33.87422264321896,0.5033071400305275
test tissue 3,43.24946109931836,39.457776954578776,45.182199466201915,45.108406877174396,43.29075082589212,43.955591570154894,40.41849830690521,50.777424094025505,40.67085230953397,0.569405910071784
test tissue 4,37.030477960134924,27.956494501644002,39.3314572341391,43.803482144621654,37.93145410656931,37.78598884023307,34.20904468639833,41.8526295888672,37.29629224543367,0.5293583974452025
test mean,38.83160556837083,33.61570343714301,37.79965065538612,45.07946261258337,39.21936311943788,39.193519762165536,35.47616653264761,40.50009699969265,41.604295754156325,0.5635206948169722
test std,6.754406259567522,8.617971236246845,4.599063684692369,10.874282080603352,6.731904609729395,6.922313908416869,6.794148256617679,6.923205370955163,11.248300423547153,0.07745338930788238
