,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6048,0.0,50.0,0.0,0.5426
split 1,0.0,50.0,0.0,0.5888,0.0,50.0,0.0,0.562
split 2,0.0,50.0,0.0,0.6216,0.0,50.0,0.0,0.5006
split 3,0.0,50.0,0.0,0.6048,0.0,50.0,0.0,0.4712
split 4,0.0,50.0,0.0,0.6262,0.0,50.0,0.0,0.4947
split 5,0.0,50.0,0.0,0.6104,0.0,50.0,0.0,0.4865
mean,0.0,50.0,0.0,0.6094,0.0,50.0,0.0,0.5096
std,0.0,0.0,0.0,0.0122,0.0,0.0,0.0,0.032
test mean,0.0,50.00000000000001,0.0,0.5916222737450744,0.0,49.99999999999999,0.0,0.49811075450136844
test std,0.0,1.7096599804694812e-14,0.0,0.07725698010928127,0.0,1.7222418539888655e-14,0.0,0.06882333898153634
