plant,time point,cell,weighted node degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
ktnP1,1,3589,0.24332732064314766,0.13174222659755863,0.00010617202143845762,0.12604242293428566,0.006164151540866119,0.002176951405546735,0.054770814586536876,0.06185270287406819,0.09987916387047874,0.12604242293428566,2181.3916390524973,49.0,254.150047416589,0.2121212121212121,4.454545454545454,0.08974927816244187,0.025842191546910323
ktnP1,1,3591,0.22949774977970108,0.12281907246005447,0.00010251362533724679,0.07166964268194573,0.00012010741653159461,0.0022936582801896385,0.052410745517984886,0.05392355194997038,0.04438888973109791,0.07166964268194573,2255.7211635969416,43.0,208.94507370952022,0.2263157894736842,4.3,0.07759437677941951,0.02343000576789617
ktnP1,1,3592,0.3116120482380834,0.1647309440039309,0.00010938658943981006,0.01346074603143457,0.08293263044367824,0.0025636670430486124,0.05282954259512718,0.05648798396367882,0.0414406841785459,0.01346074603143457,2032.268804171676,43.0,222.79652383146694,0.25146198830409355,4.526315789473684,0.09170610002082834,0.034394873756707633
ktnP1,1,3593,0.2862488924175931,0.15030478111525725,0.00010948504802126798,0.056521397876891075,0.0006606005921487876,0.002388847024779495,0.054848049213969755,0.06849053642887148,0.08047911727392498,0.056521397876891075,2047.9741320287878,51.0,258.8787986267771,0.2015810276679842,4.434782608695652,0.10242669922345615,0.02715884627692392
ktnP1,1,3594,0.2382894866356072,0.23724405565175508,0.00010374092855735895,0.0,0.044008215237938034,0.00208527534305017,0.04523392989598327,0.04345587218383752,0.02383733388443319,0.0,1921.287392342697,40.0,204.13012124098503,0.26143790849673204,4.444444444444445,0.08576360282134007,0.03319549941385187
ktnP1,1,3597,0.20068532397502892,0.1461465077761287,0.0001021524598312677,0.05453956792182564,0.0003252801494837213,0.0019765643653675796,0.04949262730979186,0.04861166862632144,0.043464291265742354,0.05453956792182564,2215.3900801860664,43.0,211.30893048788076,0.2263157894736842,4.3,0.08309733817503147,0.023559709767536612
ktnP1,1,3611,0.18329217407313209,0.1347115557435799,9.675199310872154e-05,0.09481388458293272,0.013327359128670396,0.0017467897914523489,0.04997227215104882,0.04264144198077524,0.05000375924580435,0.09481388458293272,2082.3691073995656,47.0,244.99649866498328,0.22380952380952382,4.476190476190476,0.08121437065874297,0.026116491798002045
ktnP1,1,3616,0.2664661424938927,0.14053112492053696,0.00010833777679821339,0.07802719620116555,0.02441788685651009,0.002327926859741822,0.053857524488594724,0.060794386659279935,0.05709846010607952,0.07802719620116555,2181.778464616314,47.0,243.32795128279062,0.22380952380952382,4.476190476190476,0.088113460974571,0.028787919951328764
ktnP1,1,3617,0.23944361809233108,0.17214688091055205,0.00010627700793034873,0.08251084119851657,0.011812828623196879,0.002129140585002254,0.04968264635262002,0.05155898222398038,0.05034382253449912,0.08251084119851657,2168.674954135663,45.0,230.54664423672637,0.23684210526315788,4.5,0.08888417850060194,0.030429721297166173
ktnP1,1,3618,0.25841474043101226,0.18522979783945992,0.00010653964086345294,0.059091890194847244,0.062198848474623245,0.0021494681421651983,0.04932152861264503,0.054420096944653835,0.03398276227644154,0.059091890194847244,1941.1058173011138,42.0,209.1722733805722,0.2456140350877193,4.421052631578948,0.09886313130375764,0.035099993622341306
ktnP1,1,3624,0.29535487930630927,0.12330930692706646,0.00011074299980958232,0.07122814590977768,0.0010386563893210617,0.0025100418685563416,0.060672942581982726,0.0764941795610875,0.10310214219309242,0.07122814590977768,2191.280993867316,63.0,343.60969095788687,0.1794871794871795,4.666666666666667,0.09991654873956138,0.02198402416894435
ktnP1,1,3626,0.30942638716512005,0.1611539853992526,0.00011096934345289319,0.015413142868355474,0.03960622064670158,0.0025340417379757668,0.05369874818379113,0.06915301741044824,0.06119116165718242,0.015413142868355474,1948.540239535435,47.0,237.21655796015793,0.22380952380952382,4.476190476190476,0.10195988812856915,0.03249726937597332
ktnP1,1,3631,0.27353100970625266,0.19705049179201414,0.0001044036638800503,0.027372799874418697,0.037821648955662916,0.0022727677971649584,0.04920583031876958,0.04936802038499282,0.03183606831292234,0.027372799874418697,1820.7994306300905,42.0,212.45570384889794,0.2456140350877193,4.421052631578948,0.09406394189384883,0.03340957614540355
ktnP1,1,3634,0.22132204365073813,0.2308443464284576,0.00010023278182000476,0.00015697663010419324,0.00511236022893153,0.001929898160610788,0.04525617455891654,0.042223994795295615,0.029376250603080637,0.00015697663010419324,1902.693467691338,39.0,192.35119387601083,0.2549019607843137,4.333333333333333,0.08831427580915836,0.034074418953217604
ktnP1,1,3636,0.18432252538220045,0.11336177130198423,9.533451990711591e-05,0.07945960795086632,4.312168757517677e-05,0.0019441818239396625,0.04905410081032561,0.04740556841769802,0.042355179096057544,0.07945960795086632,2245.6558784366766,43.0,204.1165886010827,0.2263157894736842,4.3,0.07312017410735618,0.022337435703733984
ktnP1,1,3648,0.1529052155639278,0.2619745018463611,9.287327358274526e-05,0.0,0.0020532346587627637,0.0015069318290852332,0.04147676336518281,0.029748466771559248,0.016676024936358506,0.0,1985.538325982128,36.0,179.5469282087278,0.2647058823529412,4.235294117647059,0.07761146848057521,0.03467457092054342
ktnP1,1,3657,0.2163997290950814,0.13902745400185995,0.00010078862373034393,0.03893020426583992,0.00011179418678641929,0.0020878170982292455,0.04801192829554592,0.049081476043000186,0.0459259286631877,0.03893020426583992,2138.2614251950354,41.0,189.0404635381661,0.23976608187134504,4.315789473684211,0.08064177178847187,0.02407254559084169
ktnP1,1,3662,0.27353905144683854,0.19487373651109013,0.00010405401906110614,0.01714969683888311,0.0011440801884597953,0.0023147330324590496,0.049469767682733354,0.049552658778352174,0.0353796531895182,0.01714969683888311,1967.1644230989605,42.0,212.7650678011246,0.2456140350877193,4.421052631578948,0.09028983638881148,0.033159818877617174
ktnP1,1,3663,0.26768096849370254,0.18676365996646258,0.00010759539958066335,0.011263073209975865,0.11436431012246753,0.0021680405915767077,0.051176588939460844,0.06476219080623165,0.058275856695073014,0.011263073209975865,1878.0100330824441,50.0,252.30345329624646,0.1976284584980237,4.3478260869565215,0.10774110900037295,0.028683186998242946
ktnP1,1,3664,0.20458874552524905,0.33867150045965416,9.662917173834201e-05,0.0,0.0008512614225553111,0.0019717751633003284,0.039841384637896146,0.028537737195140803,0.0074333209045589635,0.0,1801.1277907825206,30.0,147.2609028785499,0.32967032967032966,4.285714285714286,0.0698146795156246,0.042843101667011024
ktnP1,1,3666,0.22284214794287815,0.11793488567043957,0.00010490158063673343,0.09955261660420305,0.0013975975746259501,0.002242800109078203,0.053797794915172725,0.060446426431987686,0.07090705630132914,0.09955261660420305,2363.554415322716,49.0,245.95580085113508,0.2121212121212121,4.454545454545454,0.07634250738757557,0.019849349334478385
ktnP1,1,3680,0.1770281447004668,0.1670152919412786,9.402072214495362e-05,0.016217648097639464,0.00010012198062099054,0.001762000509415131,0.044094485763224334,0.03728519297769093,0.024419068767202432,0.016217648097639464,2062.634133298743,39.0,181.50237593698517,0.2549019607843137,4.333333333333333,0.0769936531548013,0.026927975937174737
ktnP1,1,3681,0.24376886457356656,0.2591355253940633,0.00010421838980296081,0.0019229637187763672,0.014324444424641609,0.0021206306450582916,0.04427765550172925,0.04133939624044053,0.024927999083776468,0.0019229637187763672,1918.5095297292005,35.0,170.9256558800829,0.2916666666666667,4.375,0.0857448013050398,0.043379484297183295
ktnP1,1,3686,0.33852697130837206,0.1733491169948909,0.00010987476714929542,0.011214018013068304,0.002177121953069936,0.0026642414146334265,0.054473973319980634,0.06267081621769989,0.04751947916540746,0.011214018013068304,1851.653877942321,49.0,255.05118530289306,0.2121212121212121,4.454545454545454,0.10485155626729743,0.029355514932150675
ktnP1,1,3715,0.2750583956116002,0.142769642087029,0.00011019834051134182,0.07303337715597591,0.023076831450405726,0.002380376180627138,0.05552018871649849,0.07371123809046352,0.11352694787972352,0.07303337715597591,2191.5741008321356,54.0,280.3476047407331,0.1956521739130435,4.5,0.09422803129058115,0.022631914818894913
ktnP1,1,3719,0.2896320748720434,0.29044176443567354,0.00010434576030942347,0.0033749975472401545,0.0007006187234478005,0.0023612274986353344,0.046013141547689054,0.045743487767045815,0.021966955903847354,0.0033749975472401545,1819.9512763971018,41.0,205.33799179606476,0.23976608187134504,4.315789473684211,0.09774718804577187,0.03328075602170398
ktnP1,1,3723,0.19474586898259638,0.20060316472348796,0.00010050896422874639,0.00015697663010419324,0.01984528796885948,0.0018342426937505382,0.046068649623017204,0.04319981932311885,0.035882311146568736,0.00015697663010419324,2176.9547495576035,41.0,205.37927493003548,0.23976608187134504,4.315789473684211,0.07591823278824382,0.02434831985146882
ktnP1,1,3727,0.2565715744782898,0.13282563935579378,0.0001078892299729912,0.016286325373310047,0.028641584990491728,0.0023039607206066536,0.05491114615387738,0.06247495220064929,0.06777317217073225,0.016286325373310047,2264.693277441401,51.0,267.3068257470493,0.2015810276679842,4.434782608695652,0.08191681414639625,0.02105483408669532
ktnP1,1,3734,0.2414161178988056,0.16833832353153422,0.00010589453065002133,0.013421501873908523,0.01145175159044656,0.0021459306704913524,0.04970411834417691,0.05454358594488298,0.0574897662371909,0.013421501873908523,2036.8838372820371,44.0,219.9862323897621,0.23157894736842108,4.4,0.08749959369138581,0.028097948378531058
ktnP1,1,3737,0.2015118757149858,0.14373794197477005,0.0001009525723207192,0.1078821890391068,0.006438609219374588,0.0018997428993994755,0.050127830191960536,0.049064148558495224,0.06055304164707235,0.1078821890391068,2112.660300676242,46.0,230.67274606447396,0.21904761904761907,4.380952380952381,0.08244115976105695,0.026449606983989245
ktnP1,1,3739,0.26392403456115,0.13642408665556363,0.00010639903198835761,0.049280850813335164,0.00036369716334662584,0.0024427496742348643,0.055147653320711615,0.06148215603773811,0.060926653919123136,0.049280850813335164,2175.1473300687703,52.0,276.36533940992575,0.20553359683794464,4.521739130434782,0.08836553038678673,0.026747712549228003
ktnP1,1,3740,0.2603377452848156,0.13466721887126565,0.00010366571279816638,0.0252634264073936,0.0050940029357073235,0.002406858116284088,0.052852393675423236,0.05606333569230824,0.047126626532281904,0.0252634264073936,1996.0953203319455,43.0,218.11442765911036,0.25146198830409355,4.526315789473684,0.07848754334250643,0.02915119535084447
ktnP1,1,3745,0.23497013180266785,0.239763500484383,0.00010375718934015292,0.010752899162137237,0.03153046078747754,0.00201125558820515,0.04499113912277351,0.04251607686418899,0.022603164009384884,0.010752899162137237,1926.0625713796278,40.0,202.8508475822322,0.26143790849673204,4.444444444444445,0.09154372227158636,0.03591507034792062
ktnP1,1,3747,0.1767290005567323,0.17862583176627828,9.672509875269408e-05,0.0,0.00011532013206225696,0.0018017179196023094,0.04595565922935898,0.04075298287424436,0.028607381194924078,0.0,2105.9895192899985,43.0,217.07853165697256,0.2263157894736842,4.3,0.07752451935501034,0.02446555796674236
