,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,17.08,50.07,0.0,1.18,33.48,27.84,33.41,0.0,50.11,0.5764,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5405
split 1,17.25,50.12,0.0,1.62,33.61,38.54,33.44,0.0,82.17,0.5703,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.55
split 2,16.8,50.02,0.0,0.39,33.4,44.45,33.35,0.0,100.0,0.5854,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5031
split 3,16.93,50.05,0.0,0.75,33.46,44.46,33.38,0.0,100.0,0.5731,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5604
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5760000000000001,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5402
split 5,17.28,50.13,0.0,1.72,33.62,38.68,33.45,0.0,82.58,0.5719,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.552
mean,17.0,50.07,0.0,0.94,33.48,34.18,33.39,0.0,69.14,0.5755,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.541
std,0.22,0.05,0.0,0.63,0.1,11.71,0.04,0.0,35.11,0.0049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0184
test mean,17.38176017566082,50.14990747897784,0.0,1.995373048004627,33.71728985764073,14.664921712884363,33.4684493491794,0.0,10.526315789473685,0.585530020376653,16.66666666666666,49.99999999999999,0.0,0.0,33.333333333333336,11.111111111111107,33.33333333333332,0.0,0.0,0.5385919567297545
test std,2.5007678772889177,0.5360833168559825,0.0,6.9665260234778215,1.3660175325608215,10.361473525453434,0.4840374502200295,0.0,30.689220499185797,0.04705348926108212,7.32410687763558e-15,2.3431756016863616e-14,0.0,0.0,4.351167857633658e-15,6.764165321960921e-15,2.1018137570293107e-14,0.0,0.0,0.06336366549905179
