,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5507,0.0,50.0,0.0,0.5261
split 1,0.0,50.0,0.0,0.5569,0.0,50.0,0.0,0.4807
split 2,0.0,50.0,0.0,0.5484,0.0,50.0,0.0,0.5135
split 3,0.0,50.0,0.0,0.5614,0.0,50.0,0.0,0.5281
split 4,0.0,50.0,0.0,0.5348,0.0,50.0,0.0,0.5304
split 5,0.0,50.0,0.0,0.5393,0.0,50.0,0.0,0.4995
mean,0.0,50.0,0.0,0.5486,0.0,50.0,0.0,0.5131
std,0.0,0.0,0.0,0.0093,0.0,0.0,0.0,0.0179
test mean,0.0,49.99999999999999,0.0,0.5533614664579783,0.0,49.999999999999986,0.0,0.49923563197303156
test std,0.0,1.7251323318614707e-14,0.0,0.08377989805587545,0.0,2.6939785314722367e-14,0.0,0.05406430950378356
