,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,33.45,51.87,25.0,23.48,39.48,44.23,37.16,52.75,42.78,0.6163,29.47,49.77,31.62,7.0,36.47,33.58,36.01,44.07,20.67,0.5268
split 1,31.45,51.78,27.99,14.59,38.75,42.75,36.69,49.56,41.99,0.6069,30.77,51.11,30.4,10.79,36.54,32.99,38.13,38.78,22.05,0.5459
split 2,37.43,51.4,24.7,36.19,40.87,43.4,39.62,50.75,39.84,0.6151,25.24,44.33,10.44,20.96,30.99,31.62,32.74,37.51,24.62,0.5454
split 3,28.2,51.62,14.8,18.17,37.29,42.76,35.95,51.38,40.95,0.6116,22.08,48.32,5.42,12.51,32.18,26.94,33.75,22.55,24.51,0.5117
split 4,33.33,51.11,22.01,26.87,38.77,42.33,37.16,50.47,39.35,0.6049,22.03,48.2,4.93,12.95,33.12,34.67,33.11,39.21,31.69,0.5672
split 5,35.38,51.91,26.22,28.02,40.13,43.66,38.07,51.93,40.97,0.6115,34.2,39.79,31.98,30.83,34.7,36.24,34.19,44.38,30.16,0.5306
mean,33.21,51.61,23.45,24.55,39.22,43.19,37.44,51.14,40.98,0.6111,27.3,46.92,19.13,15.84,34.0,32.67,34.65,37.75,25.62,0.5379
std,2.91,0.28,4.27,7.0,1.14,0.64,1.16,1.03,1.17,0.0041,4.54,3.8,12.34,7.89,2.09,2.93,1.87,7.28,4.02,0.0175
test mean,28.525099383229012,50.566583764834355,19.18463066701126,15.824083717841418,37.56324928175053,37.89806335767048,36.73488553751657,42.61176225133414,34.347542284160724,0.5940646597278457,22.692175243633077,46.216919173428415,9.403768329976664,12.455838227494153,32.68275027376683,22.21574487349769,33.14112349055209,15.676913280687831,17.829197849253152,0.506380121810565
test std,9.090909217532541,3.182203047358511,16.709415407828242,14.026975405957417,4.3945920916794154,16.925830700113057,4.56437824121223,29.135787357590452,26.484190893527263,0.09825285504831952,5.900800193909812,6.186981986559894,11.7488331672112,12.179412291528328,3.2299864983319817,9.384574803346908,2.893994677302098,16.117225178788775,15.322842682922085,0.0318640800351217
