,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5468,0.0,50.0,0.0,0.5295
split 1,0.0,50.0,0.0,0.5256,0.0,50.0,0.0,0.5243
split 2,0.0,50.0,0.0,0.5418,0.0,50.0,0.0,0.5191
split 3,0.0,50.0,0.0,0.5447,0.0,50.0,0.0,0.5247
split 4,0.0,50.0,0.0,0.5334,0.0,50.0,0.0,0.5331
split 5,0.0,50.0,0.0,0.5511,0.0,50.0,0.0,0.4835
mean,0.0,50.0,0.0,0.5406,0.0,50.0,0.0,0.519
std,0.0,0.0,0.0,0.0086,0.0,0.0,0.0,0.0165
test mean,0.0,50.0,0.0,0.5542839785875029,0.0,50.0,0.0,0.467228601704476
test std,0.0,1.5635339543114833e-14,0.0,0.0658293581574655,0.0,1.896630097780749e-14,0.0,0.08780388584806384
