,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5142,0.0,50.0,0.0,0.5387
split 1,0.0,50.0,0.0,0.5247,0.0,50.0,0.0,0.5164
split 2,0.0,50.0,0.0,0.5171,0.0,50.0,0.0,0.53
split 3,0.0,50.0,0.0,0.474,0.0,50.0,0.0,0.4713
split 4,0.0,50.0,0.0,0.5188,0.0,50.0,0.0,0.4969
split 5,0.0,50.0,0.0,0.4777,0.0,50.0,0.0,0.4643
mean,0.0,50.0,0.0,0.5044,0.0,50.0,0.0,0.5029
std,0.0,0.0,0.0,0.0205,0.0,0.0,0.0,0.0281
test mean,0.0,50.0,0.0,0.48050607565626224,0.0,50.000000000000014,0.0,0.4863366651385993
test std,0.0,1.38318302842972e-14,0.0,0.06411012810145636,0.0,1.4862067603866e-14,0.0,0.028206519101844938
