,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6048,0.0,50.0,0.0,0.4903
split 1,1.13,50.28,100.0,0.5992,0.0,49.29,0.0,0.4637
split 2,1.19,50.11,61.71,0.6045,0.0,50.0,0.0,0.5305
split 3,3.55,50.72,83.1,0.5922,0.0,49.53,0.0,0.5069
split 4,1.07,50.11,62.37,0.6001,0.0,50.0,0.0,0.4718
split 5,0.0,50.0,0.0,0.5904,0.0,50.0,0.0,0.5783
mean,1.16,50.2,51.2,0.5985,0.0,49.8,0.0,0.5069
std,1.18,0.25,38.47,0.0055,0.0,0.29,0.0,0.0388
test mean,0.779727095516569,50.113060428849906,5.2631578947368425,0.5913812659712976,0.0,50.0,0.0,0.5123281577625907
test std,3.3081019002879417,1.0048955098952372,22.329687826943612,0.06641121036919918,0.0,1.6280579355608324e-14,0.0,0.07911383795798442
