,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.4806,0.0,50.0,0.0,0.5232
split 1,0.0,50.0,0.0,0.4918,0.0,50.0,0.0,0.4789
split 2,0.0,50.0,0.0,0.5027,0.0,50.0,0.0,0.5328
split 3,0.0,50.0,0.0,0.4764,0.0,50.0,0.0,0.5196
split 4,0.0,50.0,0.0,0.504,0.0,50.0,0.0,0.5579
split 5,0.0,50.0,0.0,0.4954,0.0,50.0,0.0,0.4475
mean,0.0,50.0,0.0,0.4918,0.0,50.0,0.0,0.51
std,0.0,0.0,0.0,0.0104,0.0,0.0,0.0,0.0364
test mean,0.0,50.0,0.0,0.5112451034868368,0.0,50.0,0.0,0.49036707059792234
test std,0.0,1.2835395288270501e-14,0.0,0.07058421304510167,0.0,1.2560739669470201e-14,0.0,0.0937826573207171
