,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,21.35,50.7,0.0,13.35,35.06,28.02,34.26,0.0,49.79,0.5785,21.85,48.91,0.0,16.62,33.44,21.69,33.72,0.0,31.35,0.5502
split 1,22.88,50.51,0.0,18.12,35.44,27.47,34.38,0.0,48.04,0.5820000000000001,17.17,43.9,0.0,7.62,28.65,15.38,30.12,0.0,16.03,0.5021
split 2,21.76,50.9,0.0,14.37,35.38,29.27,34.4,0.0,53.43,0.5815,19.04,50.18,0.0,6.93,33.87,23.7,33.75,0.0,37.37,0.5435
split 3,19.05,50.13,0.0,7.02,34.02,27.02,33.65,0.0,47.4,0.5785,19.36,49.81,0.0,8.28,33.97,27.94,33.46,0.0,50.35,0.5551
split 4,23.77,49.8,0.0,21.5,35.2,25.67,34.25,0.0,42.77,0.5783,20.66,45.9,0.0,16.08,31.38,20.26,31.72,0.0,29.07,0.5698
split 5,20.37,50.37,0.0,10.73,34.57,28.02,33.93,0.0,50.15,0.5823,17.46,50.14,0.0,2.25,33.71,44.49,33.46,0.0,100.0,0.5173
mean,21.53,50.4,0.0,14.18,34.95,27.58,34.14,0.0,48.59,0.5802,19.26,48.14,0.0,9.63,32.5,25.58,32.7,0.0,44.03,0.5397
std,1.55,0.36,0.0,4.71,0.5,1.1,0.27,0.0,3.24,0.0018,1.65,2.4,0.0,5.13,1.93,9.25,1.35,0.0,27.04,0.023
test mean,21.838662777557087,50.500609619846685,0.0,15.015378712824585,35.12946103252661,27.859973516294293,34.3665727794838,0.0,49.21334776939907,0.5876955047237743,19.160412725346873,48.90550883464828,0.0,8.575729341392343,33.5527427174122,22.011569958230563,33.09343999318234,0.0,32.941269881509356,0.5178951978035756
test std,4.270818537462729,1.786528926724864,0.0,11.468077622826513,2.7898689782919206,10.359105111267603,1.564547575186024,0.0,30.626685743084202,0.05010550831624662,2.7269555783885333,3.1299401356676984,0.0,10.72493495750681,0.9579456061946187,10.96219180106613,1.2782914806749384,0.0,32.78800488528559,0.037269228475564034
