,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6325,0.0,50.0,0.0,0.4559
split 1,0.0,50.0,0.0,0.6061,0.0,50.0,0.0,0.4123
split 2,0.0,50.0,0.0,0.6122,0.0,50.0,0.0,0.5248
split 3,0.0,50.0,0.0,0.5966,0.0,50.0,0.0,0.5796
split 4,0.0,50.0,0.0,0.617,0.0,50.0,0.0,0.4872
split 5,0.0,50.0,0.0,0.5914,0.0,50.0,0.0,0.6064
mean,0.0,50.0,0.0,0.6093,0.0,50.0,0.0,0.511
std,0.0,0.0,0.0,0.0135,0.0,0.0,0.0,0.0675
test mean,0.0,50.0,0.0,0.6082400212509498,0.0,50.00000000000001,0.0,0.48406774699500044
test std,0.0,1.5378302753758526e-14,0.0,0.09119474183847283,0.0,1.0950198975068616e-14,0.0,0.040544754395329695
