,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.6108,0.0,50.0,0.0,0.4763
split 1,0.0,50.0,0.0,0.5624,0.0,50.0,0.0,0.5003
split 2,0.0,50.0,0.0,0.6032,0.0,50.0,0.0,0.4425
split 3,0.0,50.0,0.0,0.5862,0.0,50.0,0.0,0.5015
split 4,0.0,50.0,0.0,0.5803,0.0,50.0,0.0,0.5358
split 5,0.0,50.0,0.0,0.6019,0.0,50.0,0.0,0.4758
mean,0.0,50.0,0.0,0.5908,0.0,50.0,0.0,0.4887
std,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0288
test mean,0.0,50.0,0.0,0.5598370971887544,0.0,50.000000000000014,0.0,0.47918376217703285
test std,0.0,1.5028750209624192e-14,0.0,0.0759902358551206,0.0,1.6280579355608324e-14,0.0,0.07102747088880391
