,F1,Acc,precision,Auc
train tissue 0,0.0,50.000000000000014,0.0,0.5710382513661199
train tissue 1,0.0,49.999999999999986,0.0,0.6441256830601089
train tissue 2,0.0,50.0,0.0,0.44089732528041387
train tissue 3,0.0,50.00000000000002,0.0,0.4049773755656111
train tissue 4,0.0,50.000000000000014,0.0,0.7157142857142856
train tissue 5,0.0,50.000000000000014,0.0,0.6334310850439885
train tissue 6,0.0,50.0,0.0,0.5652173913043476
train tissue 7,0.0,49.999999999999964,0.0,0.5338015803336257
train tissue 8,0.0,49.99999999999999,0.0,0.6338383838383836
train tissue 9,0.0,50.000000000000014,0.0,0.5980042765502493
train tissue 10,0.0,49.999999999999986,0.0,0.53134110787172
train tissue 11,0.0,49.99999999999999,0.0,0.5636160714285713
train tissue 12,0.0,50.0,0.0,0.5871999999999999
train tissue 13,0.0,50.000000000000014,0.0,0.46507177033492825
train tissue 14,0.0,49.99999999999998,0.0,0.5148148148148147
train tissue 15,0.0,50.000000000000014,0.0,0.5217391304347828
train tissue 16,0.0,50.0,0.0,0.6544035674470458
train tissue 17,0.0,50.000000000000014,0.0,0.4963924963924969
train tissue 18,0.0,49.999999999999986,0.0,0.5612802498048397
train mean,0.0,50.0,0.0,0.5598370971887544
train std,0.0,1.5028750209624192e-14,0.0,0.0759902358551206
test tissue 0,0.0,50.0,0.0,0.4291044776119398
test tissue 1,0.0,50.000000000000014,0.0,0.49743589743589767
test tissue 2,0.0,50.000000000000014,0.0,0.5902255639097745
test tissue 3,0.0,50.00000000000002,0.0,0.4206896551724138
test tissue 4,0.0,50.00000000000002,0.0,0.4588744588744594
test tissue 5,0.0,49.999999999999986,0.0,0.5495818399044208
test tissue 6,0.0,50.0,0.0,0.3604395604395605
test tissue 7,0.0,50.00000000000004,0.0,0.5271186440677967
test mean,0.0,50.000000000000014,0.0,0.47918376217703285
test std,0.0,1.6280579355608324e-14,0.0,0.07102747088880391
