,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,32.65,51.7,16.45,29.81,39.35,45.18,36.91,52.44,46.18,0.6021,22.34,49.81,7.53,9.68,34.7,45.9,33.81,64.79,39.12,0.524
split 1,34.67,50.4,19.23,34.39,39.5,42.6,37.1,45.58,45.12,0.6014,27.42,40.95,22.54,18.76,30.6,30.87,30.94,36.63,25.03,0.4899
split 2,29.97,51.23,5.81,32.85,38.46,43.66,36.31,47.79,46.88,0.6099,26.73,43.77,10.68,25.75,32.06,32.14,32.31,33.06,31.05,0.4999
split 3,31.76,50.63,7.35,37.32,38.95,43.06,36.97,48.53,43.68,0.5947,27.29,46.01,4.1,31.76,34.18,36.07,34.16,40.19,33.87,0.5174
split 4,25.93,50.97,13.76,13.05,36.48,44.69,34.97,53.38,45.73,0.596,21.62,50.61,14.24,0.0,35.08,27.72,34.25,48.92,0.0,0.495
split 5,32.12,50.77,13.63,31.95,38.77,43.13,36.33,45.34,47.71,0.6003,30.16,49.23,14.26,26.98,36.02,36.98,36.17,40.75,34.02,0.5438
mean,31.18,50.95,12.7,29.89,38.58,43.72,36.43,48.84,45.88,0.6007,25.93,46.73,12.23,18.82,33.77,34.95,33.6,44.06,27.18,0.5117
std,2.73,0.43,4.74,7.87,1.0,0.92,0.72,3.1,1.28,0.0049,3.0,3.5,5.85,10.95,1.86,5.8,1.64,10.45,12.86,0.0187
test mean,27.06392881690694,50.50230021016716,10.756417046400534,19.93306919415315,37.17912775791784,38.16270609970854,35.56993782286264,41.45192728847148,37.4662531877915,0.5984360184703386,24.673396748877863,46.20703379222553,10.552385645124719,17.260770809283333,33.04419574984424,36.71871378688299,32.883315717331094,37.92606751538558,39.34675812793229,0.5075075066842403
test std,7.157188124851118,2.649058546853314,13.327751529006818,14.003840081248462,3.232420385922704,17.27532784324265,1.8873200408512851,40.297082621224334,26.043700824263546,0.04314845091779577,2.998388594519185,4.938718259576749,7.853649923288907,10.338610663813222,3.1376176998530236,9.991997669703945,2.2470157602043486,27.868895467911702,28.7996737176021,0.05287165986573296
