degree,clustering coefficient,information centrality,betweenness centrality,eigenvector centrality,page rank,katz centrality,current flow betweenness centrality,communicability betweenness centrality,load centrality,harmonic centrality,size on 2 neighborhood,estrada index on 2 neighborhood,abs graph density on 2 neighborhood,rel graph density on 2 neighborhood,avg path length on 2 neighborhood,algebraic connectivity on 2 neighborhood
0.025442370383211788,-0.1901097450252583,-1.0410727710802634,-0.4605408087899093,-0.2860106342255591,-1.035331498114528,-1.0548082993882133,-0.5694188507532023,-0.6244408371691343,-0.4722414721634272,1.3656268092210935,0.5162669612393748,0.342255944797402,-0.7892999064245827,-0.45877003751653017,0.8976908566274717,-0.48357360541890587
-1.0886250600331768,1.0374421674746503,-1.1140199119262624,-1.074983921406805,-0.7892858453250536,-1.2666195699236282,-1.5143584896909366,-1.3100770724491921,-1.095593088804142,-1.0623093187422414,1.3453755035431034,-1.2784541911044034,-1.2776862935373143,1.2480334971984275,-0.8394761143610021,-1.333135848364439,1.5791586821644825
0.025442370383211788,-0.1901097450252583,-1.0205668871472497,-0.48885423517423304,-0.11918161968150509,-1.0291814668655266,-1.106878280540995,-0.6667771845519337,-0.671872274617725,-0.39068073676133364,1.5577668607714867,0.1174400384963129,0.007469366822768415,-0.3076942906060305,-0.1998899052622975,0.433166559013846,-0.5285290857224242
1.1395098007996005,-1.0084776866918648,-0.9931672844312742,-0.6979754543581603,0.009370082841116558,-0.7675368733363636,-0.8591355499601914,-0.42490627790284125,-0.8756398429118273,-0.7173933426909215,1.3446852545351138,-0.08197342287521801,-0.05596310194304898,0.45645328649273864,1.516894129686824,-0.25989773758597345,0.5209307811235355
1.1395098007996005,-1.0084776866918648,-0.9252456708982475,1.4776346547708576,0.507998140193311,-0.8025272199135325,-0.6688939843378241,0.6434168015520306,1.5715121371490235,1.467219737334858,1.7894087415921398,1.1145073453539676,1.0242456352490918,-1.0554964649861085,0.5414486552839066,1.1870034108667304,-1.109713641362384
0.025442370383211788,-0.1901097450252583,-1.0576853725806687,-0.7973618312927202,-0.38324710252894617,-1.020557205217903,-1.1610081593792967,-0.9275891182073513,-1.088495460383316,-0.7708347616862298,1.2693236467100175,-0.2813868842467489,-0.3667512334720037,0.23170399911075082,0.08624076722922477,0.0006527498575705581,0.2260600090089081
0.025442370383211788,-0.1901097450252583,-1.0373761880964738,-0.7966007231973242,-0.13055512698546223,-1.0146666553851558,-1.1802133924123568,-0.9211852624639196,-0.8980269481298355,-0.804196429820239,1.4680591302004031,-0.6802138069898107,-0.5733564105965709,0.8398491296737833,0.4041637366642455,-0.8453700093708676,1.1314551352363318
1.1395098007996005,-1.0084776866918648,-0.9951953978197768,0.529357267938851,-0.5999639600032429,-0.7751642449015724,-0.8039145112163819,0.013023656579063646,0.14234796854296466,0.6519382390575089,1.5208405922161903,0.31685349986784384,0.318684464450927,-0.10541993196224002,1.1592307890724243,0.1986711203146607,-0.3120242185032731
0.025442370383211788,-0.1901097450252583,-1.0534355335822316,-0.9550544862250739,-0.18800585888456423,-1.010089403727031,-1.1858872910890743,-1.0654081478822512,-1.1518025554715303,-0.8605365169883,1.325375657000296,-0.6802138069898107,-0.5295242718615031,0.8398491296737833,0.4041637366642455,-1.020092100950653,1.0683343045727762
-1.0886250600331768,1.0374421674746503,-1.1269173316172885,-1.1927412641853887,-0.9475967481130698,-1.2641635663584365,-1.5357826255788711,-1.3420928934604581,-1.1937792304832981,-1.1985446984759172,1.1776588943519684,-1.6772811138474653,-1.6517592302305009,2.0016046372439305,-0.539670078845984,-1.8179896524983437,2.1077190158217314
