,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5157,0.0,50.0,0.0,0.5
split 1,0.0,50.0,0.0,0.494,0.0,50.0,0.0,0.5891
split 2,0.0,50.0,0.0,0.477,0.0,50.0,0.0,0.5629
split 3,0.0,50.0,0.0,0.4996,0.0,50.0,0.0,0.5314
split 4,0.0,50.0,0.0,0.5106,0.0,50.0,0.0,0.4698
split 5,0.0,50.0,0.0,0.504,0.0,50.0,0.0,0.5386
mean,0.0,50.0,0.0,0.5001,0.0,50.0,0.0,0.532
std,0.0,0.0,0.0,0.0125,0.0,0.0,0.0,0.0391
test mean,0.0,50.0,0.0,0.48601615411198046,0.0,50.0,0.0,0.5181893175666985
test std,0.0,1.6219258688167645e-14,0.0,0.0704790001410969,0.0,1.5485919901226005e-14,0.0,0.06503675057890877
