,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.549,0.0,50.0,0.0,0.5058
split 1,0.0,50.0,0.0,0.57,0.0,50.0,0.0,0.4062
split 2,0.0,50.0,0.0,0.5144,0.0,50.0,0.0,0.5419
split 3,0.0,50.0,0.0,0.581,0.0,50.0,0.0,0.4736
split 4,0.0,50.0,0.0,0.5441,0.0,50.0,0.0,0.4111
split 5,0.0,50.0,0.0,0.5471,0.0,50.0,0.0,0.5172
mean,0.0,50.0,0.0,0.5509,0.0,50.0,0.0,0.476
std,0.0,0.0,0.0,0.0211,0.0,0.0,0.0,0.0517
test mean,0.0,50.0,0.0,0.5188493799055195,0.0,49.99999999999999,0.0,0.5346555573934213
test std,0.0,1.2306961192854808e-14,0.0,0.06945816661852465,0.0,1.3759600911837627e-14,0.0,0.06763347907428528
