,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,31.26,50.48,8.8,34.5,38.24,42.08,36.86,48.38,41.0,0.5816,27.1,51.12,2.46,27.73,37.06,38.47,35.73,35.1,44.58,0.5241
split 1,32.49,51.3,11.18,34.99,39.3,44.51,37.2,52.31,44.02,0.5896,23.85,52.74,0.0,18.81,35.92,23.27,36.55,0.0,33.25,0.4661
split 2,35.65,51.72,27.59,27.63,40.08,42.56,38.16,42.3,47.22,0.6041,29.31,40.31,25.86,21.76,31.58,31.81,31.21,34.47,29.74,0.4731
split 3,37.43,48.69,20.67,42.94,40.81,43.84,39.32,51.64,40.56,0.5938,31.99,45.13,8.61,42.23,36.89,34.71,37.36,29.46,37.31,0.5212
split 4,30.8,50.95,10.8,30.64,38.12,42.97,36.54,50.49,41.88,0.5851,28.12,46.25,7.4,30.72,33.6,30.28,35.32,23.37,32.15,0.5092
split 5,36.95,50.99,20.91,38.96,40.74,41.97,39.17,43.46,43.28,0.5991,21.49,41.82,11.67,10.98,27.05,23.56,30.88,25.18,14.62,0.4654
mean,34.1,50.69,16.66,34.95,39.55,42.99,37.87,48.09,42.99,0.5922,26.98,46.23,9.33,25.37,33.68,30.35,34.51,24.6,31.94,0.4932
std,2.68,0.97,6.83,5.04,1.09,0.92,1.09,3.9,2.24,0.0078,3.46,4.51,8.34,9.85,3.54,5.53,2.53,11.82,9.09,0.0255
test mean,31.046950945962625,50.76786360284243,7.7227484011145915,34.650240833930866,38.74083948988905,40.029103001471796,37.34065061035607,31.6106203738796,51.136038020179704,0.5921487810867668,29.39946354517065,45.01246703935511,6.526786042146699,36.65913755401013,36.4096701844753,35.38257770131022,34.753411475710145,25.421005641962076,45.973315986258434,0.5374618712154814
test std,4.883616618833132,3.7404221688932577,8.02119095974395,9.317438452142474,3.7106779547986313,10.048983942267363,2.9198317262785176,32.16896937594943,22.82599250036261,0.05552069636521038,2.0542189968509863,7.982682486784121,6.194765072334101,6.855378581680319,2.656218265514331,7.794198311897419,3.085092868196536,22.28090887692387,21.151084200099362,0.062555964685393
