,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5324,0.0,50.0,0.0,0.489
split 1,0.0,50.0,0.0,0.5291,0.0,50.0,0.0,0.4794
split 2,0.0,50.0,0.0,0.5506,0.0,50.0,0.0,0.5306
split 3,0.0,50.0,0.0,0.5247,0.0,50.0,0.0,0.4918
split 4,0.0,50.0,0.0,0.5451,0.0,50.0,0.0,0.4762
split 5,0.0,50.0,0.0,0.5491,0.0,50.0,0.0,0.5181
mean,0.0,50.0,0.0,0.5385,0.0,50.0,0.0,0.4975
std,0.0,0.0,0.0,0.0102,0.0,0.0,0.0,0.02
test mean,0.0,50.00000000000001,0.0,0.5351529152917631,0.0,50.0,0.0,0.521835956332211
test std,0.0,1.572008455159306e-14,0.0,0.09369086950685282,0.0,1.03578512786223e-14,0.0,0.09380414767894718
