,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5098,0.0,50.0,0.0,0.495
split 1,0.0,50.0,0.0,0.5125,0.0,50.0,0.0,0.5162
split 2,0.0,50.0,0.0,0.5042,0.0,50.0,0.0,0.522
split 3,0.0,50.0,0.0,0.5132,0.0,50.0,0.0,0.4783
split 4,0.0,50.0,0.0,0.4978,0.0,50.0,0.0,0.5142
split 5,0.0,50.0,0.0,0.5073,0.0,50.0,0.0,0.4947
mean,0.0,50.0,0.0,0.5075,0.0,50.0,0.0,0.5034
std,0.0,0.0,0.0,0.0053,0.0,0.0,0.0,0.0153
test mean,0.0,50.00000000000001,0.0,0.5012450892779334,0.0,50.0,0.0,0.4208403771782635
test std,0.0,1.4117052668876551e-14,0.0,0.07148609205343923,0.0,2.1900397950137233e-14,0.0,0.05055912202071456
