,F1,Acc,precision,Auc
train tissue 0,0.0,50.0,0.0,0.5023894862604544
train tissue 1,0.0,50.000000000000014,0.0,0.626
train tissue 2,0.0,49.999999999999986,0.0,0.6191222570532915
train tissue 3,0.0,50.0,0.0,0.6269841269841269
train tissue 4,0.0,49.99999999999997,0.0,0.5363408521303259
train tissue 5,0.0,50.000000000000014,0.0,0.45975232198142446
train tissue 6,0.0,49.999999999999986,0.0,0.5399686520376173
train tissue 7,0.0,50.00000000000002,0.0,0.4406158357771265
train tissue 8,0.0,50.00000000000002,0.0,0.6779891304347827
train tissue 9,0.0,50.000000000000014,0.0,0.36111111111111155
train tissue 10,0.0,49.99999999999997,0.0,0.3892473118279564
train tissue 11,0.0,50.0,0.0,0.4436781609195403
train tissue 12,0.0,50.0,0.0,0.5476190476190473
train tissue 13,0.0,50.0,0.0,0.5856459330143541
train tissue 14,0.0,50.0,0.0,0.4410430839002268
train tissue 15,0.0,49.99999999999999,0.0,0.49166666666666686
train tissue 16,0.0,50.00000000000002,0.0,0.6331521739130436
train tissue 17,0.0,50.00000000000002,0.0,0.6101190476190474
train tissue 18,0.0,50.0,0.0,0.5528146742567996
train mean,0.0,50.0,0.0,0.5308031512372076
train std,0.0,1.5378302753758526e-14,0.0,0.08838768264716
test tissue 0,0.0,50.0,0.0,0.5637408568443047
test tissue 1,0.0,50.000000000000014,0.0,0.5288461538461541
test tissue 2,0.0,50.000000000000014,0.0,0.6236842105263158
test tissue 3,0.0,50.0,0.0,0.228395061728395
test tissue 4,0.0,50.00000000000002,0.0,0.6527777777777779
test tissue 5,0.0,50.0,0.0,0.4426129426129431
test tissue 6,0.0,50.000000000000014,0.0,0.48578342407743474
test tissue 7,0.0,49.999999999999986,0.0,0.5049261083743842
test mean,0.0,50.00000000000001,0.0,0.5038458169734636
test std,0.0,1.0950198975068616e-14,0.0,0.12283342516259325
