,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.486,0.0,50.0,0.0,0.4503
split 1,0.0,50.0,0.0,0.4829,0.0,50.0,0.0,0.4561
split 2,0.0,50.0,0.0,0.5249,0.0,50.0,0.0,0.5103
split 3,0.0,50.0,0.0,0.5273,0.0,50.0,0.0,0.5048
split 4,0.0,50.0,0.0,0.4798,0.0,50.0,0.0,0.4595
split 5,0.0,50.0,0.0,0.4693,0.0,50.0,0.0,0.5415
mean,0.0,50.0,0.0,0.495,0.0,50.0,0.0,0.4871
std,0.0,0.0,0.0,0.0226,0.0,0.0,0.0,0.0339
test mean,0.0,50.0,0.0,0.5291330063021729,0.0,49.99999999999999,0.0,0.5003716339937011
test std,0.0,1.5888218580782548e-14,0.0,0.05802111167603113,0.0,1.8115356374411762e-14,0.0,0.11953579674060098
