,F1,Acc,precision,Auc
test tissue 0,70.14492753623189,70.73863636363637,71.59763313609467,0.7897727272727272
test tissue 1,59.1549295774648,61.33333333333334,62.68656716417912,0.6600000000000001
test tissue 2,55.44147843942504,67.1212121212121,85.9872611464968,0.687878787878788
test tissue 3,57.534246575342465,65.93406593406593,76.36363636363637,0.7307692307692307
test tissue 4,46.66666666666667,60.24844720496898,70.8860759493671,0.7111801242236025
test tissue 5,28.571428571428577,50.0,50.0,0.5499999999999999
test tissue 6,79.06976744186048,82.6923076923077,100.0,0.8173076923076923
test tissue 7,59.6938775510204,64.88888888888889,70.05988023952095,0.7377777777777778
test tissue 8,67.79661016949152,74.42307692307692,91.50326797385621,0.9384615384615385
test mean,58.2304369476591,66.37555205127669,75.45381355257236,0.7359053198545953
test std,13.71285418111217,8.718567992759949,14.327943279585202,0.10210410789109987
