,F1,Acc,precision,Auc
test tissue 0,72.8476821192053,76.70454545454545,87.3015873015873,0.8863636363636364
test tissue 1,61.111111111111136,72.00000000000001,100.0,0.9266666666666666
test tissue 2,62.499999999999986,72.7272727272727,100.0,0.8666666666666668
test tissue 3,85.0828729281768,85.16483516483517,85.55555555555556,0.8791208791208791
test tissue 4,56.25,69.56521739130439,100.0,0.8105590062111802
test tissue 5,33.333333333333336,60.0,100.0,0.915
test tissue 6,78.50467289719626,77.88461538461539,76.36363636363637,0.8942307692307693
test tissue 7,74.99999999999999,80.0,100.0,0.9555555555555555
test tissue 8,69.99999999999997,76.92307692307692,100.0,0.9884615384615385
test mean,66.0699635987803,74.5521736717389,94.35786435786436,0.9025138575863214
test std,14.3863145824894,6.750685523885179,8.446341054497092,0.04894109150365316
