,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,32.38,50.06,5.64,41.45,39.52,42.71,37.01,45.89,45.24,0.6148,29.34,49.76,2.58,35.69,37.8,59.68,35.77,100.0,43.26,0.5529
split 1,33.4,49.87,11.86,38.47,39.38,44.04,36.67,50.26,45.19,0.6157,21.17,40.61,0.0,22.91,28.23,18.04,30.0,0.0,24.12,0.5116
split 2,30.65,50.34,7.42,34.18,38.28,44.56,36.11,53.02,44.54,0.6084,30.99,45.2,8.84,38.92,36.46,39.9,34.2,45.4,40.11,0.5519
split 3,34.38,49.51,19.12,34.49,39.24,43.84,36.18,48.78,46.58,0.6118,29.06,49.92,12.37,24.89,36.49,38.07,35.39,34.27,44.56,0.5545
split 4,31.13,50.12,4.52,38.74,38.83,42.92,36.42,46.95,45.39,0.6057,28.14,49.11,5.21,30.1,36.49,40.19,34.72,41.8,44.04,0.584
split 5,34.34,49.46,10.55,43.03,40.1,44.28,37.82,51.95,43.06,0.6164,25.95,42.33,2.17,33.33,32.36,54.64,32.59,100.0,31.32,0.5089
mean,32.71,49.89,9.85,38.39,39.22,43.73,36.7,49.48,45.0,0.6121,27.44,46.15,5.2,30.97,34.64,41.75,33.78,53.58,37.9,0.544
std,1.46,0.32,4.87,3.26,0.57,0.68,0.59,2.55,1.06,0.0039,3.18,3.7,4.24,5.68,3.33,13.35,1.97,35.96,7.62,0.0263
test mean,28.645079135331965,49.35318933964002,5.097394609069142,31.484653457286754,37.08487646918719,31.480000479042463,35.80682816505789,21.288463704070352,37.344709567999175,0.6045571233976256,29.14586699661959,47.13670508888139,7.49585353763857,32.805042363338806,36.608931636996004,29.928490495065375,35.50359906701577,14.296577674758423,39.98529474342193,0.551180142711519
test std,6.793887309927208,5.064905054006431,8.202269675764033,14.863830274414044,5.383353556939195,12.64171885557601,4.037291338653303,30.92359137370234,17.576863763877558,0.03532890783350478,5.123464468148872,4.724207420165386,12.28870285435655,11.825908769630885,3.818621357476302,7.832095071026003,2.9067908614482496,19.274692546702312,7.997714958104189,0.04580117597095623
