,F1,Acc,precision,Auc
train tissue 0,0.0,50.00000000000002,0.0,0.33044733044733104
train tissue 1,0.0,49.999999999999986,0.0,0.5104679802955663
train tissue 2,0.0,50.0,0.0,0.4404761904761908
train tissue 3,0.0,50.000000000000014,0.0,0.5204081632653061
train tissue 4,0.0,50.00000000000002,0.0,0.5146245059288539
train tissue 5,0.0,50.000000000000014,0.0,0.47307692307692306
train tissue 6,0.0,50.0,0.0,0.4990842490842493
train tissue 7,0.0,50.00000000000002,0.0,0.5445473984319316
train tissue 8,0.0,49.999999999999986,0.0,0.5361842105263155
train tissue 9,0.0,50.0,0.0,0.5578124999999999
train tissue 10,0.0,50.00000000000002,0.0,0.367816091954023
train tissue 11,0.0,50.000000000000014,0.0,0.47332506203473956
train tissue 12,0.0,49.999999999999986,0.0,0.4708404802744427
train tissue 13,0.0,50.0,0.0,0.4509803921568629
train tissue 14,0.0,50.00000000000002,0.0,0.659846547314578
train tissue 15,0.0,50.00000000000002,0.0,0.4813186813186815
train tissue 16,0.0,49.999999999999986,0.0,0.5478806907378333
train tissue 17,0.0,50.0,0.0,0.5778401122019636
train tissue 18,0.0,50.0,0.0,0.6029411764705883
train mean,0.0,50.00000000000001,0.0,0.503153615052441
train std,0.0,1.3540601241132825e-14,0.0,0.07486468491776088
test tissue 0,0.0,49.99999999999999,0.0,0.4559643255295433
test tissue 1,0.0,50.000000000000014,0.0,0.3071895424836602
test tissue 2,0.0,50.0,0.0,0.4984848484848489
test tissue 3,0.0,50.00000000000002,0.0,0.6
test tissue 4,0.0,49.999999999999964,0.0,0.47588005215123813
test tissue 5,0.0,49.99999999999999,0.0,0.4454022988505747
test tissue 6,0.0,50.000000000000014,0.0,0.4168179068360554
test tissue 7,0.0,50.0,0.0,0.4155555555555556
test mean,0.0,50.0,0.0,0.45191181623643456
test std,0.0,1.6663704229186144e-14,0.0,0.07764528895247734
