,F1,Acc,precision,Auc
train tissue 0,0.0,49.999999999999986,0.0,0.5573770491803275
train tissue 1,0.0,50.000000000000014,0.0,0.5760869565217392
train tissue 2,0.0,49.999999999999986,0.0,0.5133228840125392
train tissue 3,0.0,50.000000000000014,0.0,0.6388888888888888
train tissue 4,0.0,50.00000000000002,0.0,0.5407407407407409
train tissue 5,0.0,49.999999999999986,0.0,0.6339869281045751
train tissue 6,0.0,50.000000000000014,0.0,0.6484848484848486
train tissue 7,0.0,50.000000000000014,0.0,0.39985744832501785
train tissue 8,0.0,49.999999999999986,0.0,0.5321821036106748
train tissue 9,0.0,50.00000000000002,0.0,0.49465431218816813
train tissue 10,0.0,50.000000000000014,0.0,0.44628099173553754
train tissue 11,0.0,50.0,0.0,0.546551724137931
train tissue 12,0.0,50.0,0.0,0.48328488372093026
train tissue 13,0.0,50.0,0.0,0.6507575757575758
train tissue 14,0.0,50.00000000000002,0.0,0.4015957446808512
train tissue 15,0.0,50.0,0.0,0.49905838041431255
train tissue 16,0.0,50.00000000000002,0.0,0.49078014184397195
train tissue 17,0.0,50.0,0.0,0.4165497896213186
train tissue 18,0.0,49.999999999999986,0.0,0.5542087542087539
train mean,0.0,50.0,0.0,0.5276131655883528
train std,0.0,1.4210854715202004e-14,0.0,0.07764508495824286
test tissue 0,0.0,50.000000000000014,0.0,0.468455743879473
test tissue 1,0.0,50.000000000000014,0.0,0.564835164835165
test tissue 2,0.0,50.0,0.0,0.5378151260504203
test tissue 3,0.0,50.000000000000014,0.0,0.49999999999999994
test tissue 4,0.0,50.0,0.0,0.5890603085553998
test tissue 5,0.0,50.0,0.0,0.4972943722943717
test tissue 6,0.0,50.0,0.0,0.5198863636363638
test tissue 7,0.0,50.0,0.0,0.44772727272727275
test mean,0.0,50.00000000000001,0.0,0.5156342939973083
test std,0.0,7.105427357601002e-15,0.0,0.044356704281492985
