,train F1,train c0 F1,train c1 F1,train c2 F1,train Acc,train precision,train c0 precision,train c1 precision,train c2 precision,train Auc,val F1,val c0 F1,val c1 F1,val c2 F1,val Acc,val precision,val c0 precision,val c1 precision,val c2 precision,val Auc
split 0,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5621,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5251
split 1,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5466,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5378
split 2,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.545,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5691
split 3,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5546,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5536
split 4,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.555,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5338
split 5,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5542,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5299
mean,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5529,16.67,50.0,0.0,0.0,33.33,11.11,33.33,0.0,0.0,0.5415
std,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0152
test mean,16.66666666666667,50.000000000000014,0.0,0.0,33.33333333333333,11.111111111111116,33.33333333333334,0.0,0.0,0.5533967030412874,16.666666666666668,49.99999999999999,0.0,0.0,33.33333333333333,11.11111111111111,33.33333333333333,0.0,0.0,0.5541642156180104
test std,1.818855003161839e-14,5.413786933248427e-14,0.0,0.0,7.645831869481446e-15,1.689628982054886e-14,5.029581819663268e-14,0.0,0.0,0.03525480671055442,7.32410687763558e-15,1.9939556069065078e-14,0.0,0.0,6.646518689688359e-15,6.023919126296978e-15,1.8288713016877624e-14,0.0,0.0,0.0373046040483351
