,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5909,0.0,50.0,0.0,0.5377
split 1,0.0,50.0,0.0,0.6069,0.0,50.0,0.0,0.453
split 2,0.0,50.0,0.0,0.601,0.0,50.0,0.0,0.4739
split 3,0.0,50.0,0.0,0.5852,0.0,50.0,0.0,0.5116
split 4,0.0,50.0,0.0,0.5956,0.0,50.0,0.0,0.5238
split 5,0.0,50.0,0.0,0.5849,0.0,50.0,0.0,0.5235
mean,0.0,50.0,0.0,0.5941,0.0,50.0,0.0,0.5039
std,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0302
test mean,0.0,50.0,0.0,0.5785573814092205,0.0,49.99999999999999,0.0,0.5076734740112854
test std,0.0,1.3442122834233563e-14,0.0,0.09239589580677741,0.0,9.729507111180988e-15,0.0,0.062304669101892814
