,train F1,train Acc,train precision,train Auc,val F1,val Acc,val precision,val Auc
split 0,0.0,50.0,0.0,0.5909,0.0,50.0,0.0,0.5377
split 1,0.0,50.0,0.0,0.6069,0.0,50.0,0.0,0.453
split 2,0.0,50.0,0.0,0.601,0.0,50.0,0.0,0.4739
split 3,0.0,50.0,0.0,0.5852,0.0,50.0,0.0,0.5116
split 4,0.0,50.0,0.0,0.5956,0.0,50.0,0.0,0.5238
split 5,0.0,50.0,0.0,0.5849,0.0,50.0,0.0,0.5235
mean,0.0,50.0,0.0,0.5941,0.0,50.0,0.0,0.5039
std,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0302
